transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp1000350_c0_seq1|m.22503 comp1000350_c0_seq1|g.22503  ,mlei1,_,3,-,-,-,N,-,108,-,-
comp1028386_c0_seq1|m.22645 comp1028386_c0_seq1|g.22645  ,mlei220,_,3,-,-,-,N,-,116,-,-
comp10284_c0_seq1|m.3688 comp10284_c0_seq1|g.3688  ,mlei221,_,1,-,-,-,N,-,420,-,-
comp1028588_c0_seq1|m.22646 comp1028588_c0_seq1|g.22646  ,mlei222,M,2,-,-,-,Y,-,138,-,-
comp1028677_c0_seq1|m.22648 comp1028677_c0_seq1|g.22648  ,mlei223,_,2,-,-,-,N,-,112,-,-
comp1028722_c0_seq1|m.22649 comp1028722_c0_seq1|g.22649  ,mlei224,S,2,-,-,-,N,-,139,-,-
comp1028753_c0_seq1|m.22650 comp1028753_c0_seq1|g.22650  ,mlei225,_,2,-,-,-,N,-,115,-,-
comp1029296_c0_seq1|m.22651 comp1029296_c0_seq1|g.22651  ,mlei226,_,1,-,-,-,N,-,148,-,-
comp1029371_c0_seq1|m.22652 comp1029371_c0_seq1|g.22652  ,mlei227,_,2,-,-,-,N,-,115,-,-
comp1029446_c0_seq1|m.22653 comp1029446_c0_seq1|g.22653  ,mlei228,M,2,-,-,-,Y,-,132,-,-
comp10294_c0_seq1|m.3691 comp10294_c0_seq1|g.3691  ,mlei229,_,3,-,-,-,N,-,164,-,-
comp1029642_c0_seq1|m.22655 comp1029642_c0_seq1|g.22655  ,mlei230,M,4,-,-,-,N,-,129,-,-
comp1029642_c0_seq2|m.22656 comp1029642_c0_seq2|g.22656  ,mlei231,M,4,-,-,-,N,-,135,-,-
comp1029670_c0_seq1|m.22657 comp1029670_c0_seq1|g.22657  ,mlei232,_,4,-,-,-,N,-,384,-,-
comp1029814_c0_seq1|m.22659 comp1029814_c0_seq1|g.22659  ,mlei233,_,3,-,-,-,N,-,107,-,-
comp10299_c0_seq1|m.3692 comp10299_c0_seq1|g.3692  ,mlei234,S,4,-,-,-,N,-,120,-,-
comp1030017_c0_seq1|m.22660 comp1030017_c0_seq1|g.22660  ,mlei235,S,5,-,-,-,N,-,158,-,-
comp1030075_c0_seq1|m.22661 comp1030075_c0_seq1|g.22661  ,mlei236,S,2,-,-,-,N,-,165,-,-
comp10302_c0_seq1|m.3693 comp10302_c0_seq1|g.3693  ,mlei237,_,1,-,-,-,N,-,283,-,-
comp10304_c0_seq1|m.3694 comp10304_c0_seq1|g.3694  ,mlei238,_,1,-,-,-,N,-,660,-,-
comp10305_c0_seq1|m.3695 comp10305_c0_seq1|g.3695  ,mlei239,_,2,-,-,-,N,-,319,-,-
comp10307_c0_seq1|m.3697 comp10307_c0_seq1|g.3697  ,mlei240,_,3,-,-,-,N,-,451,-,-
comp1030861_c0_seq1|m.22663 comp1030861_c0_seq1|g.22663  ,mlei241,M,5,-,-,-,N,-,102,-,-
comp10308_c0_seq1|m.3699 comp10308_c0_seq1|g.3699  ,mlei242,_,3,-,-,-,N,-,293,-,-
comp1031020_c0_seq1|m.22664 comp1031020_c0_seq1|g.22664  ,mlei243,_,1,-,-,-,N,-,158,-,-
comp1031252_c0_seq1|m.22665 comp1031252_c0_seq1|g.22665  ,mlei244,_,2,-,-,-,N,-,105,-,-
comp103134_c0_seq1|m.17725 comp103134_c0_seq1|g.17725  ,mlei245,_,1,-,-,-,N,-,736,-,-
comp1031664_c0_seq1|m.22666 comp1031664_c0_seq1|g.22666  ,mlei246,_,2,-,-,-,N,-,105,-,-
comp1031845_c0_seq1|m.22667 comp1031845_c0_seq1|g.22667  ,mlei247,_,2,-,-,-,N,-,229,-,-
comp10318_c0_seq1|m.3701 comp10318_c0_seq1|g.3701  ,mlei248,_,2,-,-,-,N,-,184,-,-
comp10319_c0_seq1|m.3702 comp10319_c0_seq1|g.3702  ,mlei249,_,1,-,-,-,N,-,398,-,-
comp1032086_c0_seq1|m.22668 comp1032086_c0_seq1|g.22668  ,mlei250,_,4,-,-,-,N,-,125,-,-
comp10321_c0_seq1|m.3703 comp10321_c0_seq1|g.3703  ,mlei251,_,4,-,-,-,N,-,170,-,-
comp10323_c0_seq1|m.3704 comp10323_c0_seq1|g.3704  ,mlei252,M,3,-,-,-,Y,-,328,-,-
comp1032548_c0_seq1|m.22669 comp1032548_c0_seq1|g.22669  ,mlei253,_,1,-,-,-,N,-,119,-,-
comp1032623_c0_seq1|m.22671 comp1032623_c0_seq1|g.22671  ,mlei254,_,4,-,-,-,N,-,116,-,-
comp1032698_c0_seq1|m.22673 comp1032698_c0_seq1|g.22673  ,mlei255,_,4,-,-,-,N,-,153,-,-
comp10330_c0_seq1|m.3705 comp10330_c0_seq1|g.3705  ,mlei256,_,1,-,-,-,N,-,168,-,-
comp1033177_c0_seq1|m.22674 comp1033177_c0_seq1|g.22674  ,mlei257,_,1,-,-,-,N,-,119,-,-
comp10331_c0_seq1|m.3706 comp10331_c0_seq1|g.3706  ,mlei258,_,3,-,-,-,N,-,421,-,-
comp1033674_c0_seq1|m.22676 comp1033674_c0_seq1|g.22676  ,mlei259,_,1,-,-,-,N,-,99,-,-
comp103383_c0_seq1|m.17726 comp103383_c0_seq1|g.17726  ,mlei260,_,3,-,-,-,N,-,111,-,-
comp103385_c0_seq1|m.17727 comp103385_c0_seq1|g.17727  ,mlei261,_,2,-,-,-,N,-,480,-,-
comp1033991_c0_seq1|m.22677 comp1033991_c0_seq1|g.22677  ,mlei262,S,4,-,-,-,N,-,121,-,-
comp1034203_c0_seq1|m.22678 comp1034203_c0_seq1|g.22678  ,mlei263,S,1,-,-,-,N,-,151,-,-
comp1034656_c0_seq1|m.22679 comp1034656_c0_seq1|g.22679  ,mlei264,_,1,-,-,-,N,-,167,-,-
comp10350_c0_seq1|m.3709 comp10350_c0_seq1|g.3709  ,mlei265,_,1,-,-,-,N,-,243,-,-
comp10351_c0_seq1|m.3710 comp10351_c0_seq1|g.3710  ,mlei266,_,3,-,-,-,N,-,553,-,-
comp10352_c0_seq1|m.3711 comp10352_c0_seq1|g.3711  ,mlei267,_,2,-,-,-,N,-,525,-,-
comp103545_c0_seq1|m.17729 comp103545_c0_seq1|g.17729  ,mlei268,S,3,-,-,-,N,-,968,-,-
comp1035469_c0_seq1|m.22680 comp1035469_c0_seq1|g.22680  ,mlei269,_,5,-,-,-,N,-,145,-,-
comp103560_c0_seq1|m.17731 comp103560_c0_seq1|g.17731  ,mlei270,_,3,-,-,-,N,-,161,-,-
comp103571_c0_seq1|m.17732 comp103571_c0_seq1|g.17732  ,mlei271,_,5,-,-,-,N,-,356,-,-
comp1035896_c0_seq1|m.22681 comp1035896_c0_seq1|g.22681  ,mlei272,_,2,-,-,-,N,-,220,-,-
comp10358_c0_seq1|m.3712 comp10358_c0_seq1|g.3712  ,mlei273,M,5,-,-,-,N,-,531,-,-
comp10360_c0_seq1|m.3713 comp10360_c0_seq1|g.3713  ,mlei274,_,3,-,-,-,N,-,273,-,-
comp1036416_c0_seq1|m.22682 comp1036416_c0_seq1|g.22682  ,mlei275,_,2,-,-,-,N,-,106,-,-
comp1036517_c0_seq1|m.22683 comp1036517_c0_seq1|g.22683  ,mlei276,M,4,-,-,-,N,-,140,-,-
comp10366_c0_seq1|m.3714 comp10366_c0_seq1|g.3714  ,mlei277,_,1,-,-,-,N,-,408,-,-
comp1036_c0_seq1|m.260 comp1036_c0_seq1|g.260  ,mlei278,S,1,-,-,-,N,-,686,-,-
comp1037562_c0_seq1|m.22685 comp1037562_c0_seq1|g.22685  ,mlei279,_,2,-,-,-,N,-,118,-,-
comp10375_c0_seq1|m.3715 comp10375_c0_seq1|g.3715  ,mlei280,_,3,-,-,-,N,-,264,-,-
comp10377_c0_seq1|m.3717 comp10377_c0_seq1|g.3717  ,mlei281,M,4,-,-,-,N,-,267,-,-
comp1038054_c0_seq1|m.22686 comp1038054_c0_seq1|g.22686  ,mlei282,S,1,-,-,-,N,-,113,-,-
comp10380_c0_seq1|m.3718 comp10380_c0_seq1|g.3718  ,mlei283,_,2,-,-,-,N,-,680,-,-
comp1038124_c0_seq1|m.22687 comp1038124_c0_seq1|g.22687  ,mlei284,_,1,-,-,-,N,-,100,-,-
comp10381_c0_seq1|m.3719 comp10381_c0_seq1|g.3719  ,mlei285,_,4,-,-,-,N,-,862,-,-
comp1038229_c0_seq1|m.22688 comp1038229_c0_seq1|g.22688  ,mlei286,_,3,-,-,-,N,-,208,-,-
comp10384_c0_seq1|m.3720 comp10384_c0_seq1|g.3720  ,mlei287,_,1,-,-,-,N,-,160,-,-
comp1038591_c0_seq1|m.22689 comp1038591_c0_seq1|g.22689  ,mlei288,_,3,-,-,-,N,-,116,-,-
comp10386_c0_seq1|m.3721 comp10386_c0_seq1|g.3721  ,mlei289,_,2,-,-,-,N,-,115,-,-
comp1038910_c0_seq1|m.22690 comp1038910_c0_seq1|g.22690  ,mlei290,_,1,-,-,-,N,-,316,-,-
comp10390_c0_seq1|m.3722 comp10390_c0_seq1|g.3722  ,mlei291,_,5,-,-,-,N,-,513,-,-
comp1039335_c0_seq1|m.22692 comp1039335_c0_seq1|g.22692  ,mlei292,S,2,-,-,-,N,-,120,-,-
comp1039381_c0_seq1|m.22693 comp1039381_c0_seq1|g.22693  ,mlei293,_,2,-,-,-,N,-,123,-,-
comp1039785_c0_seq1|m.22694 comp1039785_c0_seq1|g.22694  ,mlei294,_,1,-,-,-,N,-,128,-,-
comp10401_c0_seq1|m.3723 comp10401_c0_seq1|g.3723  ,mlei295,M,5,-,-,-,N,-,116,-,-
comp1040319_c0_seq1|m.22695 comp1040319_c0_seq1|g.22695  ,mlei296,_,2,-,-,-,N,-,105,-,-
comp10405_c0_seq1|m.3724 comp10405_c0_seq1|g.3724  ,mlei297,_,5,-,-,-,N,-,212,-,-
comp1040815_c0_seq1|m.22696 comp1040815_c0_seq1|g.22696  ,mlei298,_,2,-,-,-,N,-,115,-,-
comp1040879_c0_seq1|m.22697 comp1040879_c0_seq1|g.22697  ,mlei299,_,2,-,-,-,N,-,112,-,-
comp10409_c0_seq1|m.3726 comp10409_c0_seq1|g.3726  ,mlei300,_,4,-,-,-,N,-,801,-,-
comp1040_c0_seq1|m.261 comp1040_c0_seq1|g.261  ,mlei301,_,2,-,-,-,N,-,183,-,-
comp1041421_c0_seq1|m.22698 comp1041421_c0_seq1|g.22698  ,mlei302,_,3,-,-,-,N,-,125,-,-
comp1041426_c0_seq1|m.22699 comp1041426_c0_seq1|g.22699  ,mlei303,_,2,-,-,-,N,-,128,-,-
comp10414_c0_seq1|m.3728 comp10414_c0_seq1|g.3728  ,mlei304,_,2,-,-,-,N,-,306,-,-
comp10415_c0_seq1|m.3730 comp10415_c0_seq1|g.3730  ,mlei305,_,1,-,-,-,N,-,949,-,-
comp104165_c0_seq1|m.17733 comp104165_c0_seq1|g.17733  ,mlei306,_,3,-,-,-,N,-,118,-,-
comp1041831_c0_seq1|m.22700 comp1041831_c0_seq1|g.22700  ,mlei307,_,2,-,-,-,N,-,144,-,-
comp10421_c0_seq1|m.3734 comp10421_c0_seq1|g.3734  ,mlei308,_,3,-,-,-,N,-,132,-,-
comp104243_c0_seq1|m.17734 comp104243_c0_seq1|g.17734  ,mlei309,_,2,-,-,-,N,-,121,-,-
comp1042599_c0_seq1|m.22702 comp1042599_c0_seq1|g.22702  ,mlei310,_,4,-,-,-,N,-,199,-,-
comp10425_c0_seq1|m.3735 comp10425_c0_seq1|g.3735  ,mlei311,_,3,-,-,-,N,-,222,-,-
comp10427_c0_seq1|m.3736 comp10427_c0_seq1|g.3736  ,mlei312,_,5,-,-,-,N,-,197,-,-
comp1043008_c0_seq1|m.22703 comp1043008_c0_seq1|g.22703  ,mlei313,_,2,-,-,-,N,-,104,-,-
comp10432_c0_seq1|m.3737 comp10432_c0_seq1|g.3737  ,mlei314,M,5,-,-,-,N,-,145,-,-
comp10434_c0_seq1|m.3738 comp10434_c0_seq1|g.3738  ,mlei315,M,2,-,-,-,Y,-,100,-,-
comp10437_c0_seq1|m.3739 comp10437_c0_seq1|g.3739  ,mlei316,_,2,-,-,-,N,-,322,-,-
comp1043907_c0_seq1|m.22704 comp1043907_c0_seq1|g.22704  ,mlei317,M,4,-,-,-,N,-,129,-,-
comp10447_c0_seq1|m.3740 comp10447_c0_seq1|g.3740  ,mlei318,_,1,-,-,-,N,-,152,-,-
comp10449_c0_seq1|m.3741 comp10449_c0_seq1|g.3741  ,mlei319,_,1,-,-,-,N,-,473,-,-
comp1045199_c0_seq1|m.22705 comp1045199_c0_seq1|g.22705  ,mlei320,_,2,-,-,-,N,-,141,-,-
comp1045248_c0_seq1|m.22706 comp1045248_c0_seq1|g.22706  ,mlei321,S,1,-,-,-,N,-,148,-,-
comp1045673_c0_seq1|m.22707 comp1045673_c0_seq1|g.22707  ,mlei322,S,3,-,-,-,N,-,113,-,-
comp10458_c0_seq1|m.3742 comp10458_c0_seq1|g.3742  ,mlei323,_,2,-,-,-,N,-,226,-,-
comp1046105_c0_seq1|m.22708 comp1046105_c0_seq1|g.22708  ,mlei324,_,3,-,-,-,N,-,117,-,-
comp1046201_c0_seq1|m.22709 comp1046201_c0_seq1|g.22709  ,mlei325,_,2,-,-,-,N,-,136,-,-
comp1046261_c0_seq1|m.22710 comp1046261_c0_seq1|g.22710  ,mlei326,_,1,-,-,-,N,-,123,-,-
comp10464_c0_seq1|m.3743 comp10464_c0_seq1|g.3743  ,mlei327,_,2,-,-,-,N,-,108,-,-
comp1046654_c0_seq1|m.22711 comp1046654_c0_seq1|g.22711  ,mlei328,_,2,-,-,-,N,-,118,-,-
comp10466_c0_seq1|m.3744 comp10466_c0_seq1|g.3744  ,mlei329,_,2,-,-,-,N,-,857,-,-
comp1046831_c0_seq1|m.22712 comp1046831_c0_seq1|g.22712  ,mlei330,_,1,-,-,-,N,-,186,-,-
comp104689_c0_seq1|m.17735 comp104689_c0_seq1|g.17735  ,mlei331,S,1,-,-,-,N,-,251,-,-
comp10469_c0_seq1|m.3745 comp10469_c0_seq1|g.3745  ,mlei332,_,1,-,-,-,N,-,284,-,-
comp1047405_c0_seq1|m.22713 comp1047405_c0_seq1|g.22713  ,mlei333,_,1,-,-,-,N,-,171,-,-
comp1047476_c0_seq1|m.22715 comp1047476_c0_seq1|g.22715  ,mlei334,_,2,-,-,-,N,-,147,-,-
comp10475_c0_seq1|m.3746 comp10475_c0_seq1|g.3746  ,mlei335,_,2,-,-,-,N,-,137,-,-
comp1047761_c0_seq1|m.22716 comp1047761_c0_seq1|g.22716  ,mlei336,_,2,-,-,-,N,-,110,-,-
comp10477_c0_seq1|m.3747 comp10477_c0_seq1|g.3747  ,mlei337,_,1,-,-,-,N,-,154,-,-
comp10478_c0_seq1|m.3748 comp10478_c0_seq1|g.3748  ,mlei338,S,1,-,-,-,N,-,375,-,-
comp1048010_c0_seq1|m.22717 comp1048010_c0_seq1|g.22717  ,mlei339,_,3,-,-,-,N,-,159,-,-
comp1048044_c0_seq1|m.22718 comp1048044_c0_seq1|g.22718  ,mlei340,_,2,-,-,-,N,-,118,-,-
comp10480_c0_seq1|m.3749 comp10480_c0_seq1|g.3749  ,mlei341,_,5,-,-,-,N,-,166,-,-
comp1048208_c0_seq1|m.22720 comp1048208_c0_seq1|g.22720  ,mlei342,_,2,-,-,-,N,-,110,-,-
comp10484_c0_seq1|m.3750 comp10484_c0_seq1|g.3750  ,mlei343,_,2,-,-,-,N,-,418,-,-
comp10489_c0_seq1|m.3751 comp10489_c0_seq1|g.3751  ,mlei344,_,2,-,-,-,N,-,359,-,-
comp10492_c0_seq1|m.3752 comp10492_c0_seq1|g.3752  ,mlei345,_,1,-,-,-,N,-,503,-,-
comp104937_c0_seq1|m.17737 comp104937_c0_seq1|g.17737  ,mlei346,_,1,-,-,-,N,-,1009,-,-
comp1049593_c0_seq1|m.22722 comp1049593_c0_seq1|g.22722  ,mlei347,_,3,-,-,-,N,-,106,-,-
comp1049593_c0_seq1|m.22721 comp1049593_c0_seq1|g.22721  ,mlei348,_,2,-,-,-,N,-,243,-,-
comp10497_c0_seq1|m.3754 comp10497_c0_seq1|g.3754  ,mlei349,_,2,-,-,-,N,-,242,-,-
comp104_c0_seq1|m.21 comp104_c0_seq1|g.21  ,mlei350,_,5,-,-,-,N,-,248,-,-
comp1050012_c0_seq1|m.22723 comp1050012_c0_seq1|g.22723  ,mlei351,_,2,-,-,-,N,-,101,-,-
comp10503_c0_seq1|m.3755 comp10503_c0_seq1|g.3755  ,mlei352,M,5,-,-,-,N,-,457,-,-
comp10504_c0_seq1|m.3757 comp10504_c0_seq1|g.3757  ,mlei353,_,2,-,-,-,N,-,197,-,-
comp1051105_c0_seq1|m.22724 comp1051105_c0_seq1|g.22724  ,mlei354,_,2,-,-,-,N,-,112,-,-
comp1051493_c0_seq1|m.22725 comp1051493_c0_seq1|g.22725  ,mlei355,_,1,-,-,-,N,-,100,-,-
comp10514_c0_seq1|m.3759 comp10514_c0_seq1|g.3759  ,mlei356,S,2,-,-,-,N,-,381,-,-
comp10514_c0_seq2|m.3760 comp10514_c0_seq2|g.3760  ,mlei357,S,2,-,-,-,N,-,357,-,-
comp10516_c0_seq1|m.3761 comp10516_c0_seq1|g.3761  ,mlei358,_,2,-,-,-,N,-,351,-,-
comp10519_c0_seq1|m.3762 comp10519_c0_seq1|g.3762  ,mlei359,_,2,-,-,-,N,-,404,-,-
comp1052111_c0_seq1|m.22726 comp1052111_c0_seq1|g.22726  ,mlei360,_,1,-,-,-,N,-,212,-,-
comp10521_c0_seq1|m.3763 comp10521_c0_seq1|g.3763  ,mlei361,_,1,-,-,-,N,-,189,-,-
comp10522_c0_seq1|m.3764 comp10522_c0_seq1|g.3764  ,mlei362,_,2,-,-,-,N,-,167,-,-
comp1052489_c0_seq1|m.22727 comp1052489_c0_seq1|g.22727  ,mlei363,_,2,-,-,-,N,-,101,-,-
comp1052545_c0_seq1|m.22728 comp1052545_c0_seq1|g.22728  ,mlei364,_,1,-,-,-,N,-,130,-,-
comp1052768_c0_seq1|m.22729 comp1052768_c0_seq1|g.22729  ,mlei365,_,3,-,-,-,N,-,125,-,-
comp105333_c0_seq1|m.17739 comp105333_c0_seq1|g.17739  ,mlei366,S,2,-,-,-,N,-,165,-,-
comp10533_c0_seq1|m.3765 comp10533_c0_seq1|g.3765  ,mlei367,S,2,-,-,-,N,-,329,-,-
comp10533_c0_seq1|m.3766 comp10533_c0_seq1|g.3766  ,mlei368,S,1,-,-,-,N,-,105,-,-
comp1053554_c0_seq1|m.22730 comp1053554_c0_seq1|g.22730  ,mlei369,_,2,-,-,-,N,-,139,-,-
comp10539_c0_seq1|m.3767 comp10539_c0_seq1|g.3767  ,mlei370,_,3,-,-,-,N,-,194,-,-
comp10545_c0_seq1|m.3768 comp10545_c0_seq1|g.3768  ,mlei371,M,4,-,-,-,N,-,155,-,-
comp1054623_c0_seq1|m.22732 comp1054623_c0_seq1|g.22732  ,mlei372,_,1,-,-,-,N,-,150,-,-
comp1054759_c0_seq1|m.22733 comp1054759_c0_seq1|g.22733  ,mlei373,_,1,-,-,-,N,-,124,-,-
comp10547_c0_seq1|m.3769 comp10547_c0_seq1|g.3769  ,mlei374,S,2,-,-,-,N,-,283,-,-
comp10551_c0_seq1|m.3770 comp10551_c0_seq1|g.3770  ,mlei375,S,3,-,-,-,N,-,220,-,-
comp105541_c0_seq1|m.17740 comp105541_c0_seq1|g.17740  ,mlei376,_,1,-,-,-,N,-,157,-,-
comp10554_c0_seq1|m.3771 comp10554_c0_seq1|g.3771  ,mlei377,_,3,hsap530,mmus810,-,Y,GLYCTK,364,Glyctk,-
comp10557_c0_seq1|m.3772 comp10557_c0_seq1|g.3772  ,mlei378,_,1,-,-,-,N,-,178,-,-
comp10558_c0_seq1|m.3774 comp10558_c0_seq1|g.3774  ,mlei379,S,2,-,-,-,N,-,427,-,-
comp10561_c0_seq1|m.3775 comp10561_c0_seq1|g.3775  ,mlei380,_,2,-,-,-,N,-,263,-,-
comp10564_c0_seq1|m.3776 comp10564_c0_seq1|g.3776  ,mlei381,_,3,-,-,-,N,-,142,-,-
comp1056632_c0_seq1|m.22734 comp1056632_c0_seq1|g.22734  ,mlei382,_,2,-,-,-,N,-,99,-,-
comp10566_c0_seq1|m.3777 comp10566_c0_seq1|g.3777  ,mlei383,_,2,-,-,-,N,-,237,-,-
comp10567_c0_seq1|m.3778 comp10567_c0_seq1|g.3778  ,mlei384,_,1,-,-,-,N,-,222,-,-
comp1056947_c0_seq1|m.22735 comp1056947_c0_seq1|g.22735  ,mlei385,_,2,hsap26,mmus308,-,Y,KIF1B,215,Kif1b,-
comp10573_c0_seq1|m.3779 comp10573_c0_seq1|g.3779  ,mlei386,S,1,-,-,-,N,-,235,-,-
comp1057484_c0_seq1|m.22737 comp1057484_c0_seq1|g.22737  ,mlei387,_,2,-,-,-,N,-,110,-,-
comp10574_c0_seq1|m.3780 comp10574_c0_seq1|g.3780  ,mlei388,_,1,-,-,-,N,-,621,-,-
comp10575_c0_seq1|m.3781 comp10575_c0_seq1|g.3781  ,mlei389,_,3,-,-,-,N,-,224,-,-
comp1057679_c0_seq1|m.22738 comp1057679_c0_seq1|g.22738  ,mlei390,_,2,-,-,-,N,-,136,-,-
comp10579_c0_seq1|m.3783 comp10579_c0_seq1|g.3783  ,mlei391,_,2,-,-,-,N,-,464,-,-
comp1058044_c0_seq1|m.22739 comp1058044_c0_seq1|g.22739  ,mlei392,M,5,-,-,-,N,-,194,-,-
comp1058415_c0_seq1|m.22740 comp1058415_c0_seq1|g.22740  ,mlei393,_,2,-,-,-,N,-,127,-,-
comp1058544_c0_seq1|m.22741 comp1058544_c0_seq1|g.22741  ,mlei394,_,3,-,-,-,N,-,118,-,-
comp1058929_c0_seq1|m.22742 comp1058929_c0_seq1|g.22742  ,mlei395,_,2,-,-,-,N,-,109,-,-
comp105897_c0_seq1|m.17741 comp105897_c0_seq1|g.17741  ,mlei396,_,5,-,-,scer746,Y,-,678,-,YLR422W
comp10589_c0_seq1|m.3784 comp10589_c0_seq1|g.3784  ,mlei397,S,2,-,-,-,N,-,256,-,-
comp10595_c0_seq1|m.3787 comp10595_c0_seq1|g.3787  ,mlei398,M,3,-,-,-,Y,-,177,-,-
comp1059710_c0_seq1|m.22743 comp1059710_c0_seq1|g.22743  ,mlei399,_,2,-,-,-,N,-,208,-,-
comp105974_c0_seq1|m.17742 comp105974_c0_seq1|g.17742  ,mlei400,_,2,-,-,-,N,-,107,-,-
comp10597_c0_seq1|m.3788 comp10597_c0_seq1|g.3788  ,mlei401,_,3,-,-,-,N,-,209,-,-
comp1059877_c0_seq1|m.22744 comp1059877_c0_seq1|g.22744  ,mlei402,S,1,-,-,-,N,-,122,-,-
comp1059_c0_seq1|m.262 comp1059_c0_seq1|g.262  ,mlei403,_,2,-,-,-,N,-,163,-,-
comp105_c0_seq1|m.22 comp105_c0_seq1|g.22  ,mlei404,_,5,-,-,-,N,-,216,-,-
comp106004_c0_seq1|m.17744 comp106004_c0_seq1|g.17744  ,mlei405,S,4,-,-,-,N,-,331,-,-
comp1060458_c0_seq1|m.22745 comp1060458_c0_seq1|g.22745  ,mlei406,S,1,-,-,-,N,-,144,-,-
comp106075_c0_seq1|m.17746 comp106075_c0_seq1|g.17746  ,mlei407,_,1,-,-,-,N,-,571,-,-
comp10607_c0_seq1|m.3789 comp10607_c0_seq1|g.3789  ,mlei408,_,1,-,-,-,N,-,195,-,-
comp10608_c0_seq1|m.3790 comp10608_c0_seq1|g.3790  ,mlei409,_,2,-,-,-,N,-,128,-,-
comp10609_c0_seq1|m.3791 comp10609_c0_seq1|g.3791  ,mlei410,S,5,-,-,-,N,-,353,-,-
comp1061091_c0_seq1|m.22747 comp1061091_c0_seq1|g.22747  ,mlei411,M,5,-,-,-,N,-,111,-,-
comp10619_c0_seq1|m.3792 comp10619_c0_seq1|g.3792  ,mlei412,_,3,-,-,-,N,-,190,-,-
comp10620_c0_seq1|m.3793 comp10620_c0_seq1|g.3793  ,mlei413,_,3,-,-,-,N,-,104,-,-
comp10624_c0_seq1|m.3794 comp10624_c0_seq1|g.3794  ,mlei414,_,2,-,-,-,N,-,406,-,-
comp10628_c0_seq1|m.3796 comp10628_c0_seq1|g.3796  ,mlei415,_,4,-,-,-,N,-,336,-,-
comp1062_c0_seq1|m.263 comp1062_c0_seq1|g.263  ,mlei416,M,3,-,-,-,Y,-,606,-,-
comp106302_c0_seq1|m.17747 comp106302_c0_seq1|g.17747  ,mlei417,_,1,-,-,-,N,-,590,-,-
comp1063049_c0_seq1|m.22750 comp1063049_c0_seq1|g.22750  ,mlei418,_,1,-,-,-,N,-,145,-,-
comp1063228_c0_seq1|m.22751 comp1063228_c0_seq1|g.22751  ,mlei419,_,4,-,-,-,N,-,119,-,-
comp1063635_c0_seq1|m.22754 comp1063635_c0_seq1|g.22754  ,mlei420,_,3,-,-,-,N,-,103,-,-
comp10636_c0_seq1|m.3797 comp10636_c0_seq1|g.3797  ,mlei421,_,1,-,-,-,N,-,364,-,-
comp1063764_c0_seq1|m.22755 comp1063764_c0_seq1|g.22755  ,mlei422,_,4,-,-,-,N,-,104,-,-
comp10639_c0_seq1|m.3798 comp10639_c0_seq1|g.3798  ,mlei423,S,3,-,-,-,N,-,174,-,-
comp106413_c0_seq1|m.17748 comp106413_c0_seq1|g.17748  ,mlei424,S,2,-,-,-,N,-,417,-,-
comp10641_c0_seq1|m.3799 comp10641_c0_seq1|g.3799  ,mlei425,_,3,-,-,-,N,-,523,-,-
comp10645_c0_seq1|m.3800 comp10645_c0_seq1|g.3800  ,mlei426,_,1,-,-,-,N,-,269,-,-
comp10649_c0_seq1|m.3801 comp10649_c0_seq1|g.3801  ,mlei427,_,2,-,-,-,N,-,367,-,-
comp10651_c0_seq1|m.3802 comp10651_c0_seq1|g.3802  ,mlei428,_,1,-,-,-,N,-,237,-,-
comp1065207_c0_seq1|m.22756 comp1065207_c0_seq1|g.22756  ,mlei429,_,1,-,-,-,N,-,241,-,-
comp1065723_c0_seq1|m.22757 comp1065723_c0_seq1|g.22757  ,mlei430,_,1,-,-,-,N,-,140,-,-
comp10662_c0_seq1|m.3803 comp10662_c0_seq1|g.3803  ,mlei431,_,1,-,-,-,N,-,114,-,-
comp1066708_c0_seq1|m.22758 comp1066708_c0_seq1|g.22758  ,mlei432,_,1,-,-,-,N,-,275,-,-
comp1067123_c0_seq1|m.22759 comp1067123_c0_seq1|g.22759  ,mlei433,S,1,-,-,-,N,-,132,-,-
comp1067290_c0_seq1|m.22760 comp1067290_c0_seq1|g.22760  ,mlei434,_,1,-,-,-,N,-,121,-,-
comp10673_c0_seq1|m.3804 comp10673_c0_seq1|g.3804  ,mlei435,_,2,-,-,-,N,-,134,-,-
comp1067625_c0_seq1|m.22761 comp1067625_c0_seq1|g.22761  ,mlei436,_,4,-,-,-,N,-,104,-,-
comp10686_c0_seq1|m.3807 comp10686_c0_seq1|g.3807  ,mlei437,_,1,-,-,-,N,-,491,-,-
comp1068_c0_seq1|m.265 comp1068_c0_seq1|g.265  ,mlei438,_,4,-,-,-,N,-,230,-,-
comp10691_c0_seq1|m.3809 comp10691_c0_seq1|g.3809  ,mlei439,_,2,-,-,-,N,-,401,-,-
comp10700_c0_seq1|m.3810 comp10700_c0_seq1|g.3810  ,mlei440,S,2,-,-,-,N,-,461,-,-
comp10701_c0_seq1|m.3811 comp10701_c0_seq1|g.3811  ,mlei441,_,2,-,-,-,N,-,360,-,-
comp10706_c0_seq1|m.3813 comp10706_c0_seq1|g.3813  ,mlei442,_,2,-,-,-,N,-,145,-,-
