Transcript,Protein,TargetP,RC,HSAP_ortho,MMUS_ortho,SCER_ortho,MitoProt,HSAP_Gene,Seqlength,MMUS_Gene
comp18093_c0_seq1,emue377,_ , 2, -, -, -,  N,-,101,-
comp18093_c0_seq2,emue378,_ , 2, -, -, -,  N,-,531,-
comp18093_c0_seq2,emue379,_ , 2, -, -, -,  N,-,101,-
comp18094_c0_seq2,emue380,S , 1, -, -, -,  N,-,555,-
comp18097_c0_seq1,emue381,_ , 2, -, -, -,  N,-,388,-
comp18098_c0_seq1,emue382,_ , 2, -, -, -,  N,-,1594,-
comp18132_c0_seq1,emue383,_ , 3, -, -, -,  N,-,113,-
comp181728_c0_seq1,emue384,_ , 2, -, -, -,  N,-,166,-
comp18180_c0_seq1,emue385,_ , 2, -, -, -,  N,-,621,-
comp18188_c0_seq1,emue386,_ , 5, -, -, -,  N,-,332,-
comp18190_c0_seq1,emue387,_ , 5, -, -, -,  N,-,109,-
comp18219_c0_seq1,emue388,_ , 3, -, -, -,  N,-,154,-
comp18226_c0_seq1,emue389,_ , 1, -, -, -,  N,-,125,-
comp182424_c0_seq1,emue390,_ , 1, -, -, -,  N,-,203,-
comp182424_c0_seq1,emue391,_ , 3, -, -, -,  N,-,156,-
comp18244_c0_seq1,emue392,S , 5, -, -, -,  N,-,302,-
comp18254_c0_seq1,emue393,_ , 1, -, -, -,  N,-,118,-
comp182724_c0_seq1,emue394,_ , 4, -, -, -,  N,-,119,-
comp182826_c0_seq1,emue395,_ , 3, -, -, -,  N,-,255,-
comp182837_c0_seq1,emue396,_ , 2, -, -, -,  N,-,110,-
comp182997_c0_seq1,emue397,_ , 2, -, -, -,  N,-,146,-
comp183117_c0_seq1,emue398,_ , 3, -, -, -,  N,-,187,-
comp183356_c0_seq1,emue399,_ , 2, -, -, -,  N,-,215,-
comp183388_c0_seq1,emue400,_ , 2, -, -, -,  N,-,361,-
comp183392_c0_seq1,emue401,_ , 2, -, -, -,  N,-,108,-
comp183479_c0_seq1,emue402,_ , 2, -, -, -,  N,-,106,-
comp183713_c0_seq1,emue403,_ , 2, -, -, -,  N,-,186,-
comp183969_c0_seq1,emue404,M , 5, -, -, -,  N,-,114,-
comp184065_c0_seq1,emue405,_ , 4, -, -, -,  N,-,335,-
comp184065_c0_seq1,emue406,_ , 4, -, -, -,  N,-,103,-
comp184071_c0_seq1,emue407,_ , 5, -, -, -,  N,-,347,-
comp184177_c0_seq1,emue408,_ , 1, -, -, -,  N,-,99,-
comp18431_c0_seq1,emue409,_ , 2, -, -, -,  N,-,371,-
comp184464_c0_seq1,emue410,M , 4, -, -, -,  N,-,183,-
comp18451_c0_seq1,emue411,_ , 1, -, -, -,  N,-,117,-
comp184611_c0_seq1,emue412,S , 1, -, -, -,  N,-,166,-
comp185032_c0_seq1,emue413,S , 2, -, -, -,  N,-,105,-
comp185193_c0_seq1,emue414,S , 5, -, -, -,  N,-,102,-
comp18523_c0_seq2,emue415,_ , 2, -, -, scer390,  Y,-,491,-
comp185370_c0_seq1,emue416,_ , 4, -, -, -,  N,-,140,-
comp18538_c0_seq1,emue417,_ , 2, hsap618, -, -,  Y,PPM1K,377,-
comp18555_c0_seq1,emue418,_ , 3, -, -, -,  N,-,349,-
comp18560_c0_seq1,emue419,M , 3, -, -, -,  Y,-,104,-
comp1857_c0_seq1,emue420,_ , 1, -, -, -,  N,-,113,-
comp185834_c0_seq1,emue421,_ , 4, -, -, -,  N,-,164,-
comp185856_c0_seq1,emue422,_ , 3, -, -, -,  N,-,173,-
comp186042_c0_seq1,emue423,S , 3, -, -, -,  N,-,122,-
comp18607_c0_seq1,emue424,_ , 1, -, -, -,  N,-,134,-
comp186325_c0_seq1,emue425,M , 5, -, -, -,  N,-,158,-
comp18644_c0_seq1,emue426,_ , 4, -, -, -,  N,-,357,-
comp186508_c0_seq1,emue427,_ , 1, -, -, -,  N,-,172,-
comp186557_c0_seq1,emue428,_ , 1, -, -, -,  N,-,124,-
comp186569_c0_seq1,emue429,_ , 2, -, -, -,  N,-,113,-
comp18664_c0_seq2,emue430,_ , 2, -, -, -,  N,-,424,-
comp18678_c0_seq1,emue431,_ , 3, -, -, -,  N,-,351,-
comp186849_c0_seq1,emue432,_ , 3, -, -, -,  N,-,138,-
comp186973_c0_seq1,emue433,S , 1, -, -, -,  N,-,111,-
comp18716_c0_seq1,emue434,_ , 1, -, -, -,  N,-,227,-
comp18727_c0_seq1,emue435,_ , 2, -, -, -,  N,-,496,-
comp187361_c0_seq1,emue436,_ , 2, -, -, -,  N,-,122,-
comp18771_c0_seq1,emue437,_ , 1, -, -, -,  N,-,444,-
comp18776_c0_seq1,emue438,_ , 2, -, -, -,  N,-,405,-
comp18799_c0_seq1,emue439,_ , 2, -, -, -,  N,-,109,-
comp188172_c0_seq1,emue440,S , 2, -, -, -,  N,-,221,-
comp188376_c0_seq1,emue441,_ , 1, -, -, -,  N,-,120,-
comp18848_c0_seq1,emue442,_ , 4, -, -, -,  N,-,604,-
comp18867_c0_seq1,emue443,M , 5, -, -, -,  N,-,145,-
comp18890_c0_seq1,emue444,_ , 4, -, -, -,  N,-,383,-
comp18894_c0_seq1,emue445,_ , 3, -, -, -,  N,-,154,-
comp18911_c0_seq2,emue446,S , 1, -, -, -,  N,-,384,-
comp18912_c0_seq1,emue447,_ , 2, -, -, -,  N,-,116,-
comp1893_c0_seq1,emue448,_ , 3, -, -, -,  N,-,109,-
comp18946_c0_seq1,emue449,M , 3, -, -, -,  Y,-,166,-
comp18950_c0_seq1,emue450,_ , 4, -, -, -,  N,-,148,-
comp18982_c0_seq1,emue451,S , 1, -, -, -,  N,-,175,-
comp189875_c0_seq1,emue452,S , 2, -, -, -,  N,-,103,-
comp189915_c0_seq1,emue453,_ , 1, -, -, -,  N,-,119,-
comp189927_c0_seq1,emue454,_ , 2, -, -, -,  N,-,288,-
comp190123_c0_seq1,emue455,_ , 3, -, -, -,  N,-,114,-
comp190167_c0_seq1,emue456,S , 5, -, -, -,  N,-,131,-
comp19017_c0_seq1,emue457,S , 3, -, -, -,  N,-,228,-
comp19048_c0_seq1,emue458,M , 5, -, -, -,  N,-,754,-
comp19077_c0_seq1,emue459,S , 5, -, -, -,  N,-,125,-
comp19077_c0_seq1,emue460,_ , 3, -, -, -,  N,-,202,-
comp19093_c0_seq1,emue461,M , 5, -, -, -,  N,-,316,-
comp19097_c0_seq1,emue462,_ , 2, -, -, -,  N,-,507,-
comp19097_c0_seq2,emue463,_ , 3, -, -, -,  N,-,168,-
comp19106_c0_seq1,emue464,_ , 2, -, -, -,  N,-,200,-
comp19116_c0_seq2,emue465,M , 3, -, -, -,  Y,-,169,-
comp19140_c0_seq1,emue466,_ , 3, -, -, -,  N,-,171,-
comp191900_c0_seq1,emue467,_ , 2, -, -, -,  N,-,150,-
comp191907_c0_seq1,emue468,_ , 3, -, -, -,  N,-,153,-
comp191967_c0_seq1,emue469,_ , 2, -, -, -,  N,-,108,-
comp192150_c0_seq1,emue470,S , 3, -, -, -,  N,-,155,-
comp1921_c0_seq1,emue471,_ , 5, -, -, -,  N,-,100,-
comp19224_c0_seq1,emue472,_ , 2, -, -, -,  N,-,515,-
comp19233_c0_seq1,emue473,M , 4, -, -, -,  N,-,131,-
comp19254_c0_seq1,emue474,S , 5, -, -, -,  N,-,313,-
comp19257_c0_seq1,emue475,S , 1, -, -, -,  N,-,497,-
comp192590_c0_seq1,emue476,S , 1, -, -, -,  N,-,248,-
comp192638_c0_seq1,emue477,_ , 1, -, -, -,  N,-,132,-
comp192667_c0_seq1,emue478,_ , 3, -, -, -,  N,-,99,-
comp192721_c0_seq1,emue479,S , 1, -, -, -,  N,-,297,-
comp192753_c0_seq1,emue480,_ , 1, -, -, -,  N,-,164,-
comp19279_c0_seq1,emue481,_ , 4, -, -, -,  N,-,106,-
comp192883_c0_seq1,emue482,_ , 1, -, -, -,  N,-,154,-
comp19294_c0_seq1,emue483,_ , 2, -, -, -,  N,-,144,-
comp192951_c0_seq1,emue484,_ , 2, -, -, -,  N,-,189,-
comp19332_c0_seq1,emue485,S , 1, -, -, -,  N,-,1516,-
comp193528_c0_seq1,emue486,_ , 5, -, -, -,  N,-,182,-
comp193560_c0_seq1,emue487,_ , 1, -, -, -,  N,-,119,-
comp193590_c0_seq1,emue488,_ , 2, -, -, -,  N,-,140,-
comp193667_c0_seq1,emue489,S , 3, -, -, -,  N,-,120,-
comp19384_c0_seq1,emue490,_ , 4, -, -, -,  N,-,137,-
comp19386_c0_seq1,emue491,_ , 2, -, -, -,  N,-,104,-
comp19386_c0_seq1,emue492,_ , 2, -, -, -,  N,-,154,-
comp194078_c0_seq1,emue493,M , 4, -, -, -,  N,-,143,-
comp19410_c0_seq1,emue494,_ , 1, -, -, -,  N,-,165,-
comp194119_c0_seq1,emue495,_ , 1, -, -, -,  N,-,105,-
comp194136_c0_seq1,emue496,S , 2, -, -, -,  N,-,120,-
comp19417_c0_seq1,emue497,_ , 3, -, -, -,  N,-,102,-
comp194202_c0_seq1,emue498,M , 5, -, -, -,  N,-,182,-
comp19432_c0_seq1,emue499,_ , 4, -, -, -,  N,-,385,-
comp194393_c0_seq1,emue500,_ , 4, -, -, -,  N,-,111,-
comp194462_c0_seq1,emue501,_ , 4, -, -, -,  N,-,136,-
comp195102_c0_seq1,emue502,_ , 5, -, -, -,  N,-,212,-
comp19513_c0_seq1,emue503,_ , 2, -, -, -,  N,-,107,-
comp19523_c0_seq1,emue504,_ , 2, -, -, -,  N,-,563,-
comp195370_c0_seq1,emue505,_ , 3, -, -, -,  N,-,142,-
comp19543_c0_seq1,emue506,_ , 5, -, -, -,  N,-,123,-
comp195482_c0_seq1,emue507,_ , 2, -, -, -,  N,-,134,-
comp195575_c0_seq1,emue508,_ , 5, -, -, -,  N,-,125,-
comp19584_c0_seq1,emue509,_ , 2, -, -, -,  N,-,128,-
comp196158_c0_seq1,emue510,_ , 1, -, -, -,  N,-,120,-
comp19624_c0_seq1,emue511,_ , 4, -, -, -,  N,-,282,-
comp19628_c0_seq1,emue512,M , 4, -, -, -,  N,-,618,-
comp19628_c0_seq1,emue513,M , 4, -, -, -,  N,-,133,-
comp19635_c0_seq1,emue514,M , 4, -, -, -,  N,-,128,-
comp19650_c0_seq1,emue515,_ , 3, -, -, -,  N,-,258,-
comp196523_c0_seq1,emue516,S , 4, -, -, -,  N,-,158,-
comp19653_c0_seq1,emue517,_ , 2, -, -, -,  N,-,276,-
comp196663_c0_seq1,emue518,_ , 2, -, -, -,  N,-,173,-
comp196998_c0_seq1,emue519,S , 4, -, -, -,  N,-,184,-
comp19727_c0_seq2,emue520,_ , 5, -, -, -,  N,-,116,-
comp1972_c0_seq1,emue521,_ , 2, -, -, -,  N,-,125,-
comp19733_c0_seq1,emue522,_ , 3, hsap1174, mmus867, -,  Y,APEX2,375,Apex2
comp197387_c0_seq1,emue523,_ , 3, -, -, -,  N,-,413,-
comp197446_c0_seq1,emue524,_ , 2, -, -, -,  N,-,117,-
comp19759_c0_seq1,emue525,M , 3, -, -, -,  Y,-,332,-
comp19782_c0_seq1,emue526,_ , 1, -, -, -,  N,-,212,-
comp19810_c0_seq1,emue527,_ , 1, -, -, -,  N,-,643,-
comp198320_c0_seq1,emue528,M , 5, -, -, -,  N,-,143,-
comp19832_c1_seq1,emue529,S , 4, -, -, -,  N,-,126,-
comp19840_c0_seq1,emue530,_ , 1, -, -, -,  N,-,224,-
comp19849_c0_seq1,emue531,S , 1, -, -, -,  N,-,110,-
comp198540_c0_seq1,emue532,_ , 5, -, -, -,  N,-,106,-
comp198690_c0_seq1,emue533,_ , 1, -, -, -,  N,-,394,-
comp19869_c0_seq2,emue534,_ , 4, hsap2298, mmus1294, scer1064,  Y,SELO,664,Selo
comp19872_c0_seq1,emue535,_ , 4, -, -, -,  N,-,345,-
comp19894_c0_seq2,emue536,_ , 3, -, -, -,  N,-,309,-
comp199002_c0_seq1,emue537,_ , 4, -, -, -,  N,-,110,-
comp199203_c0_seq1,emue538,_ , 5, -, -, -,  N,-,123,-
comp199547_c0_seq1,emue539,_ , 2, -, -, -,  N,-,133,-
comp19960_c0_seq2,emue540,_ , 2, -, -, -,  N,-,111,-
comp19962_c0_seq1,emue541,_ , 3, -, -, -,  N,-,257,-
comp199700_c0_seq1,emue542,_ , 3, -, -, -,  N,-,147,-
comp19970_c0_seq1,emue543,_ , 1, -, -, -,  N,-,246,-
comp199823_c0_seq1,emue544,_ , 1, -, -, -,  N,-,116,-
comp19987_c0_seq1,emue545,S , 1, -, -, -,  N,-,110,-
comp19995_c0_seq1,emue546,_ , 2, -, -, -,  N,-,245,-
comp20020_c0_seq1,emue547,_ , 1, -, -, -,  N,-,103,-
comp20021_c0_seq1,emue548,_ , 2, -, -, -,  N,-,327,-
comp20026_c0_seq1,emue549,_ , 4, -, -, -,  N,-,222,-
comp200365_c0_seq1,emue550,_ , 2, -, -, -,  N,-,113,-
comp20049_c0_seq1,emue551,M , 4, -, -, -,  N,-,104,-
comp20064_c0_seq1,emue552,S , 1, -, -, -,  N,-,118,-
comp200734_c0_seq1,emue553,_ , 2, -, -, -,  N,-,146,-
comp20104_c0_seq1,emue554,_ , 1, -, -, -,  N,-,111,-
comp20105_c0_seq1,emue555,M , 4, -, -, -,  N,-,377,-
comp201112_c0_seq1,emue556,_ , 4, -, -, -,  N,-,101,-
comp201124_c0_seq1,emue557,_ , 1, -, -, -,  N,-,136,-
comp20225_c0_seq1,emue558,_ , 3, -, -, -,  N,-,312,-
comp202273_c0_seq1,emue559,_ , 2, -, -, -,  N,-,112,-
comp20241_c0_seq1,emue560,_ , 1, -, -, -,  N,-,183,-
comp20246_c0_seq1,emue561,_ , 4, -, -, -,  N,-,548,-
comp202526_c0_seq1,emue562,_ , 3, -, -, -,  N,-,141,-
comp20260_c1_seq1,emue563,_ , 2, hsap1527, mmus936, scer896,  Y,TMBIM4,242,Tmbim4
comp20265_c0_seq1,emue564,_ , 2, -, -, -,  N,-,120,-
comp20277_c0_seq1,emue565,_ , 4, -, -, -,  N,-,401,-
comp202938_c0_seq1,emue566,_ , 2, -, -, -,  N,-,123,-
comp20300_c0_seq1,emue567,_ , 1, -, -, -,  N,-,403,-
comp20307_c0_seq1,emue568,_ , 2, -, -, -,  N,-,343,-
comp20307_c0_seq1,emue569,_ , 2, -, -, -,  N,-,891,-
comp20307_c0_seq2,emue570,_ , 1, -, -, -,  N,-,547,-
comp20307_c0_seq2,emue571,_ , 2, -, -, -,  N,-,387,-
comp20307_c0_seq2,emue572,_ , 2, -, -, -,  N,-,343,-
comp203411_c0_seq1,emue573,_ , 3, -, -, -,  N,-,153,-
comp203420_c0_seq1,emue574,_ , 1, -, -, -,  N,-,157,-
comp203562_c0_seq1,emue575,_ , 4, -, -, -,  N,-,158,-
comp20359_c0_seq1,emue576,_ , 1, -, -, -,  N,-,338,-
comp203621_c0_seq1,emue577,_ , 3, -, -, -,  N,-,294,-
comp20363_c0_seq1,emue578,M , 4, -, -, -,  N,-,464,-
comp203709_c0_seq1,emue579,M , 3, -, -, -,  Y,-,116,-
comp203714_c0_seq1,emue580,_ , 2, -, -, -,  N,-,112,-
comp203772_c0_seq1,emue581,_ , 1, -, -, -,  N,-,103,-
comp20379_c0_seq1,emue582,_ , 3, -, -, -,  N,-,130,-
comp203818_c0_seq1,emue583,_ , 2, -, -, -,  N,-,214,-
comp203827_c0_seq1,emue584,_ , 1, -, -, -,  N,-,141,-
comp20385_c0_seq1,emue585,_ , 2, -, -, -,  N,-,104,-
comp20394_c0_seq1,emue586,_ , 4, -, -, -,  N,-,294,-
comp204059_c0_seq1,emue587,_ , 2, -, -, -,  N,-,257,-
comp204095_c0_seq1,emue588,_ , 2, -, -, -,  N,-,100,-
comp204219_c0_seq1,emue589,M , 5, -, -, -,  N,-,104,-
comp20421_c0_seq2,emue590,_ , 3, -, -, -,  N,-,280,-
comp20425_c0_seq1,emue591,_ , 5, -, -, -,  N,-,119,-
comp20425_c0_seq2,emue592,_ , 5, -, -, -,  N,-,119,-
comp20431_c0_seq1,emue593,_ , 2, -, -, -,  N,-,104,-
comp204346_c0_seq1,emue594,_ , 2, -, -, -,  N,-,108,-
comp20439_c0_seq1,emue595,S , 4, -, -, -,  N,-,206,-
comp20439_c0_seq2,emue596,S , 1, -, -, -,  N,-,143,-
comp204463_c0_seq1,emue597,_ , 4, -, -, -,  N,-,136,-
comp204517_c0_seq1,emue598,_ , 1, -, -, -,  N,-,102,-
comp20451_c0_seq1,emue599,_ , 4, -, -, -,  N,-,359,-
comp20457_c0_seq2,emue600,S , 1, -, -, -,  N,-,239,-
comp204604_c0_seq1,emue601,_ , 2, -, -, -,  N,-,101,-
comp204694_c0_seq1,emue602,_ , 2, -, -, -,  N,-,278,-
comp20469_c0_seq1,emue603,_ , 2, hsap319, mmus551, -,  Y,FAM136A,148,Fam136a
comp20476_c0_seq1,emue604,S , 1, -, -, -,  N,-,326,-
comp205038_c0_seq1,emue605,_ , 2, -, -, -,  N,-,223,-
comp20503_c0_seq1,emue606,_ , 2, -, -, -,  N,-,219,-
comp205050_c0_seq1,emue607,S , 5, -, -, -,  N,-,165,-
comp205097_c0_seq1,emue608,_ , 3, -, -, -,  N,-,209,-
comp20520_c1_seq1,emue609,_ , 1, -, -, -,  N,-,107,-
comp205321_c0_seq1,emue610,M , 4, -, -, -,  N,-,117,-
comp20567_c0_seq1,emue611,_ , 3, -, -, -,  N,-,284,-
comp20574_c0_seq1,emue612,_ , 3, -, -, -,  N,-,218,-
comp20574_c0_seq1,emue613,_ , 5, -, -, -,  N,-,106,-
comp20593_c0_seq1,emue614,S , 5, -, -, -,  N,-,222,-
comp205989_c0_seq1,emue615,_ , 2, -, -, -,  N,-,321,-
comp20605_c0_seq1,emue616,_ , 2, -, -, -,  N,-,467,-
comp20619_c0_seq1,emue617,_ , 3, -, -, -,  N,-,112,-
comp20629_c0_seq1,emue618,_ , 1, -, -, -,  N,-,115,-
comp206311_c0_seq1,emue619,S , 1, -, -, -,  N,-,141,-
comp20631_c0_seq2,emue620,_ , 2, -, -, -,  N,-,489,-
comp206362_c0_seq1,emue621,_ , 4, -, -, -,  N,-,454,-
comp206381_c0_seq1,emue622,S , 1, -, -, -,  N,-,114,-
comp206522_c0_seq1,emue623,S , 1, -, -, -,  N,-,104,-
comp20652_c0_seq1,emue624,_ , 4, -, -, -,  N,-,342,-
comp20654_c0_seq1,emue625,_ , 2, -, -, -,  N,-,175,-
comp20667_c0_seq1,emue626,_ , 3, -, -, -,  N,-,206,-
comp206742_c0_seq1,emue627,_ , 2, -, -, -,  N,-,160,-
comp2067_c0_seq1,emue628,_ , 2, -, -, -,  N,-,104,-
comp206941_c0_seq1,emue629,_ , 3, -, -, -,  N,-,149,-
comp20694_c0_seq1,emue630,_ , 2, -, -, -,  N,-,277,-
comp20697_c0_seq1,emue631,_ , 2, -, -, -,  N,-,230,-
comp20699_c0_seq1,emue632,_ , 1, -, -, -,  N,-,199,-
comp20699_c0_seq2,emue633,_ , 3, -, -, -,  N,-,399,-
comp2070_c0_seq1,emue634,_ , 3, -, -, -,  N,-,132,-
comp207293_c0_seq1,emue635,_ , 2, -, -, -,  N,-,149,-
comp207311_c0_seq1,emue636,S , 1, -, -, -,  N,-,194,-
comp20746_c0_seq1,emue637,_ , 2, -, -, -,  N,-,102,-
comp207488_c0_seq1,emue638,_ , 4, -, -, -,  N,-,310,-
comp207543_c0_seq1,emue639,_ , 4, -, -, -,  N,-,147,-
comp20764_c0_seq1,emue640,_ , 1, -, -, -,  N,-,398,-
comp20764_c0_seq1,emue641,_ , 3, -, -, -,  N,-,123,-
comp20764_c0_seq2,emue642,_ , 1, -, -, -,  N,-,506,-
comp207671_c0_seq1,emue643,M , 4, -, -, -,  N,-,200,-
comp20779_c0_seq1,emue644,M , 3, -, -, -,  Y,-,140,-
comp207932_c0_seq1,emue645,_ , 5, -, -, -,  N,-,114,-
comp207992_c0_seq1,emue646,_ , 3, -, -, -,  N,-,155,-
comp20807_c0_seq1,emue647,_ , 3, -, -, -,  N,-,371,-
comp20836_c0_seq1,emue648,S , 1, -, -, -,  N,-,737,-
comp20871_c0_seq1,emue649,_ , 1, -, -, -,  N,-,934,-
comp20878_c0_seq1,emue650,M , 5, -, -, -,  N,-,332,-
comp20886_c0_seq2,emue651,_ , 2, -, -, -,  N,-,112,-
comp20892_c0_seq1,emue652,_ , 3, -, -, -,  N,-,387,-
comp209074_c0_seq1,emue653,_ , 4, -, -, -,  N,-,209,-
comp20943_c0_seq2,emue654,_ , 4, -, -, -,  N,-,246,-
comp20947_c0_seq1,emue655,_ , 2, -, -, -,  N,-,243,-
comp20951_c0_seq1,emue656,_ , 4, -, -, -,  N,-,106,-
comp20959_c0_seq1,emue657,_ , 2, -, -, -,  N,-,200,-
comp209632_c0_seq1,emue658,_ , 2, -, -, -,  N,-,202,-
comp209696_c0_seq1,emue659,S , 3, -, -, -,  N,-,153,-
comp20970_c1_seq1,emue660,M , 5, -, -, -,  N,-,162,-
comp20971_c1_seq1,emue661,_ , 5, -, -, -,  N,-,104,-
comp209721_c0_seq1,emue662,S , 1, -, -, -,  N,-,144,-
comp20976_c0_seq1,emue663,_ , 1, -, -, -,  N,-,378,-
comp20976_c0_seq2,emue664,_ , 1, -, -, -,  N,-,356,-
comp209820_c0_seq1,emue665,_ , 3, -, -, -,  N,-,226,-
comp209861_c0_seq1,emue666,_ , 2, -, -, -,  N,-,208,-
comp20988_c0_seq1,emue667,_ , 1, -, -, -,  N,-,260,-
comp21003_c0_seq1,emue668,M , 5, -, -, -,  N,-,197,-
comp21004_c0_seq1,emue669,_ , 3, hsap1597, mmus682, -,  Y,MRPS31,342,Mrps31
comp21008_c0_seq1,emue670,_ , 5, -, -, -,  N,-,247,-
comp2100_c1_seq1,emue671,_ , 2, -, -, -,  N,-,102,-
comp210128_c0_seq1,emue672,_ , 5, -, -, -,  N,-,127,-
comp21028_c0_seq1,emue673,_ , 3, -, -, -,  N,-,108,-
comp21037_c0_seq1,emue674,_ , 3, -, -, -,  N,-,306,-
comp21038_c0_seq1,emue675,_ , 4, -, -, -,  N,-,106,-
comp2103_c0_seq1,emue676,_ , 2, -, -, -,  N,-,169,-
comp2106_c0_seq1,emue677,_ , 3, -, -, -,  N,-,112,-
comp21087_c0_seq1,emue678,_ , 1, -, -, -,  N,-,206,-
comp210916_c0_seq1,emue679,_ , 3, -, -, -,  N,-,101,-
comp21106_c0_seq1,emue680,_ , 2, -, -, -,  N,-,150,-
comp21108_c0_seq1,emue681,M , 4, -, -, -,  N,-,239,-
comp21108_c0_seq2,emue682,M , 3, -, -, -,  Y,-,267,-
comp21114_c0_seq1,emue683,_ , 1, -, -, -,  N,-,122,-
comp21130_c0_seq1,emue684,_ , 5, -, -, -,  N,-,280,-
comp211685_c0_seq1,emue685,_ , 3, -, -, -,  N,-,184,-
comp21186_c0_seq1,emue686,S , 1, -, -, -,  N,-,494,-
comp21187_c0_seq1,emue687,_ , 5, -, -, -,  N,-,138,-
comp21205_c0_seq1,emue688,_ , 2, -, -, -,  N,-,167,-
comp21205_c0_seq1,emue689,S , 1, -, -, -,  N,-,148,-
comp21205_c0_seq2,emue690,S , 1, -, -, -,  N,-,255,-
comp212108_c0_seq1,emue691,_ , 2, -, -, -,  N,-,274,-
comp2124_c0_seq1,emue692,S , 1, -, -, -,  N,-,117,-
comp21266_c0_seq1,emue693,_ , 2, -, -, -,  N,-,509,-
comp21269_c0_seq1,emue694,S , 5, -, -, -,  N,-,471,-
comp21270_c0_seq1,emue695,_ , 4, -, -, -,  N,-,322,-
comp21306_c0_seq1,emue696,_ , 3, -, -, -,  N,-,108,-
comp21306_c0_seq1,emue697,_ , 1, -, -, -,  N,-,421,-
comp21306_c0_seq1,emue698,S , 3, -, -, -,  N,-,100,-
comp21306_c0_seq1,emue699,_ , 4, -, -, -,  N,-,217,-
comp21308_c0_seq2,emue700,_ , 2, -, -, -,  N,-,565,-
comp2130_c0_seq1,emue701,_ , 3, -, -, -,  N,-,155,-
comp21316_c0_seq1,emue702,S , 5, -, -, -,  N,-,425,-
comp21317_c0_seq1,emue703,_ , 1, -, -, -,  N,-,99,-
comp21320_c0_seq1,emue704,M , 4, -, -, -,  N,-,914,-
comp21324_c0_seq1,emue705,_ , 2, -, -, -,  N,-,1285,-
comp213648_c0_seq1,emue706,M , 3, -, -, -,  Y,-,107,-
comp21402_c0_seq1,emue707,_ , 1, -, -, -,  N,-,785,-
comp21403_c0_seq1,emue708,_ , 2, -, -, -,  N,-,447,-
comp21404_c0_seq1,emue709,_ , 1, -, -, -,  N,-,398,-
comp21406_c0_seq1,emue710,_ , 2, -, -, -,  N,-,172,-
comp21408_c0_seq1,emue711,_ , 1, -, -, -,  N,-,1235,-
comp21410_c0_seq1,emue712,_ , 4, -, -, -,  N,-,452,-
comp21411_c0_seq2,emue713,_ , 4, -, -, -,  N,-,355,-
comp21419_c0_seq1,emue714,_ , 1, -, -, -,  N,-,601,-
comp21419_c0_seq1,emue715,M , 3, -, -, -,  Y,-,307,-
comp21422_c0_seq1,emue716,S , 2, -, -, -,  N,-,467,-
comp214244_c0_seq1,emue717,M , 3, -, -, -,  Y,-,111,-
comp21425_c0_seq1,emue718,_ , 2, -, -, -,  N,-,124,-
comp21425_c0_seq2,emue719,_ , 2, -, -, -,  N,-,181,-
comp21432_c0_seq1,emue720,M , 3, hsap760, mmus752, -,  Y,BCKDHB,368,Bckdhb
comp214333_c0_seq1,emue721,_ , 4, -, -, -,  N,-,127,-
comp214354_c0_seq1,emue722,_ , 1, -, -, -,  N,-,324,-
comp21436_c0_seq1,emue723,_ , 4, -, -, -,  N,-,331,-
comp214379_c0_seq1,emue724,_ , 2, -, -, -,  N,-,106,-
comp21440_c0_seq2,emue725,_ , 2, -, -, -,  N,-,296,-
comp21442_c0_seq2,emue726,M , 4, -, -, -,  N,-,316,-
comp21448_c0_seq1,emue727,_ , 2, -, -, -,  N,-,300,-
comp21451_c0_seq1,emue728,_ , 2, -, -, -,  N,-,188,-
comp21454_c1_seq1,emue729,_ , 1, -, -, -,  N,-,161,-
comp21455_c0_seq1,emue730,_ , 1, -, -, -,  N,-,562,-
comp214566_c0_seq1,emue731,_ , 2, -, -, -,  N,-,108,-
comp21456_c0_seq1,emue732,M , 3, -, -, -,  Y,-,525,-
comp21457_c0_seq1,emue733,S , 1, -, -, -,  N,-,628,-
comp21464_c0_seq1,emue734,_ , 5, -, -, -,  N,-,261,-
comp21465_c0_seq1,emue735,_ , 3, -, -, -,  N,-,503,-
comp21471_c0_seq1,emue736,_ , 5, -, -, -,  N,-,486,-
comp21473_c0_seq2,emue737,_ , 1, -, -, -,  N,-,574,-
comp214767_c0_seq1,emue738,_ , 5, -, -, -,  N,-,365,-
comp21483_c0_seq1,emue739,_ , 2, -, -, -,  N,-,150,-
comp21483_c0_seq2,emue740,_ , 2, -, -, -,  N,-,167,-
comp21485_c0_seq2,emue741,_ , 4, -, -, -,  N,-,292,-
comp21488_c0_seq1,emue742,_ , 2, -, -, -,  N,-,362,-
comp21491_c0_seq1,emue743,S , 3, -, -, -,  N,-,1032,-
comp214920_c0_seq1,emue744,_ , 3, -, -, -,  N,-,108,-
comp21493_c0_seq1,emue745,_ , 3, -, -, -,  N,-,527,-
comp21498_c0_seq1,emue746,_ , 1, -, -, -,  N,-,240,-
comp21505_c0_seq1,emue747,_ , 1, -, -, -,  N,-,163,-
comp215092_c0_seq1,emue748,S , 1, -, -, -,  N,-,137,-
comp215167_c0_seq1,emue749,_ , 4, -, -, -,  N,-,159,-
comp21519_c0_seq1,emue750,M , 5, -, -, -,  N,-,729,-
comp21520_c0_seq1,emue751,_ , 1, -, -, -,  N,-,562,-
