transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp12000_c0_seq1,ocar341,_ , 5, -, -, -,  N,-,348,-,-
comp12008_c0_seq1,ocar342,_ , 5, -, -, -,  N,-,110,-,-
comp12009_c0_seq1,ocar343,S , 1, -, -, -,  N,-,114,-,-
comp12020_c0_seq1,ocar344,_ , 4, -, -, -,  N,-,101,-,-
comp12020_c0_seq1,ocar345,S , 2, -, -, -,  N,-,100,-,-
comp12022_c0_seq1,ocar346,_ , 2, -, -, -,  N,-,378,-,-
comp12042_c0_seq2,ocar347,_ , 2, -, -, -,  N,-,498,-,-
comp12058_c0_seq1,ocar348,_ , 5, -, -, -,  N,-,151,-,-
comp12058_c0_seq1,ocar349,_ , 3, -, -, -,  N,-,110,-,-
comp12059_c0_seq1,ocar350,_ , 4, -, -, -,  N,-,1029,-,-
comp12066_c0_seq1,ocar351,_ , 4, -, -, scer1006,  Y,-,948,-,REV1
comp12070_c0_seq2,ocar352,S , 2, -, -, -,  N,-,141,-,-
comp12076_c0_seq1,ocar353,_ , 5, -, -, -,  N,-,109,-,-
comp12118_c0_seq1,ocar354,_ , 2, -, -, -,  N,-,665,-,-
comp12118_c0_seq1,ocar355,_ , 3, -, -, -,  N,-,320,-,-
comp12118_c0_seq2,ocar356,_ , 3, -, -, -,  N,-,124,-,-
comp12118_c0_seq2,ocar357,_ , 1, -, -, -,  N,-,173,-,-
comp12118_c0_seq2,ocar358,_ , 2, -, -, -,  N,-,665,-,-
comp12126_c0_seq2,ocar359,_ , 3, -, -, -,  N,-,649,-,-
comp12152_c0_seq1,ocar360,S , 4, -, -, -,  N,-,377,-,-
comp12155_c0_seq1,ocar361,S , 1, -, -, -,  N,-,196,-,-
comp12155_c0_seq2,ocar362,S , 1, -, -, -,  N,-,191,-,-
comp12156_c0_seq1,ocar363,_ , 1, -, -, -,  N,-,784,-,-
comp12158_c0_seq1,ocar364,_ , 2, -, -, -,  N,-,159,-,-
comp12169_c0_seq2,ocar365,_ , 1, -, -, -,  N,-,789,-,-
comp12188_c0_seq1,ocar366,M , 5, -, -, -,  N,-,104,-,-
comp12198_c0_seq1,ocar367,_ , 3, -, -, -,  N,-,118,-,-
comp1219_c0_seq1,ocar368,_ , 1, -, -, -,  N,-,135,-,-
comp12213_c0_seq1,ocar369,S , 1, -, -, -,  N,-,465,-,-
comp12220_c0_seq1,ocar370,M , 3, -, -, -,  Y,-,111,-,-
comp12240_c0_seq2,ocar371,_ , 1, -, -, -,  N,-,174,-,-
comp12245_c0_seq1,ocar372,M , 2, hsap841, mmus1373, -,  Y,MRPL18,172,Mrpl18,-
comp12273_c0_seq1,ocar373,_ , 1, -, -, -,  N,-,136,-,-
comp12292_c0_seq1,ocar374,S , 5, -, -, -,  N,-,140,-,-
comp12298_c0_seq1,ocar375,_ , 5, -, -, -,  N,-,134,-,-
comp12307_c0_seq1,ocar376,_ , 3, -, -, -,  N,-,136,-,-
comp12308_c0_seq1,ocar377,_ , 2, -, -, -,  N,-,104,-,-
comp123537_c0_seq1,ocar378,M , 5, -, -, -,  N,-,106,-,-
comp12358_c0_seq1,ocar379,_ , 2, -, -, -,  N,-,100,-,-
comp12381_c0_seq1,ocar380,_ , 3, -, -, -,  N,-,380,-,-
comp12389_c0_seq1,ocar381,M , 2, -, -, -,  Y,-,187,-,-
comp12398_c0_seq1,ocar382,_ , 2, -, -, -,  N,-,161,-,-
comp12416_c0_seq1,ocar383,_ , 2, -, -, -,  N,-,410,-,-
comp12434_c0_seq1,ocar384,_ , 4, -, -, -,  N,-,233,-,-
comp12442_c0_seq1,ocar385,S , 1, -, -, -,  N,-,111,-,-
comp12482_c0_seq1,ocar386,M , 1, -, -, -,  Y,-,270,-,-
comp12487_c0_seq2,ocar387,_ , 1, -, -, -,  N,-,213,-,-
comp12496_c0_seq1,ocar388,_ , 3, -, -, -,  N,-,389,-,-
comp12508_c0_seq1,ocar389,S , 3, -, -, -,  N,-,154,-,-
comp12518_c0_seq1,ocar390,_ , 3, -, -, -,  N,-,135,-,-
comp12524_c0_seq1,ocar391,_ , 1, -, -, -,  N,-,466,-,-
comp12528_c0_seq2,ocar392,M , 5, -, -, -,  N,-,706,-,-
comp125568_c0_seq1,ocar393,_ , 5, -, -, -,  N,-,110,-,-
comp12566_c0_seq1,ocar394,M , 4, -, -, -,  N,-,119,-,-
comp12571_c0_seq1,ocar395,_ , 1, -, -, -,  N,-,189,-,-
comp12594_c0_seq1,ocar396,S , 5, -, -, -,  N,-,369,-,-
comp12597_c0_seq1,ocar397,_ , 1, -, -, -,  N,-,102,-,-
comp12599_c0_seq1,ocar398,_ , 1, -, -, -,  N,-,607,-,-
comp12600_c0_seq2,ocar399,_ , 2, -, -, -,  N,-,241,-,-
comp12602_c0_seq1,ocar400,_ , 2, -, -, -,  N,-,169,-,-
comp12609_c0_seq1,ocar401,_ , 3, -, -, -,  N,-,150,-,-
comp12615_c0_seq1,ocar402,_ , 3, -, -, -,  N,-,194,-,-
comp12617_c0_seq1,ocar403,_ , 1, -, -, -,  N,-,601,-,-
comp12627_c0_seq1,ocar404,_ , 4, hsap1502, mmus950, -,  Y,BLOC1S1,127,Bloc1s1,-
comp12631_c0_seq1,ocar405,_ , 4, -, -, -,  N,-,328,-,-
comp12696_c0_seq2,ocar406,M , 5, -, -, -,  N,-,499,-,-
comp12698_c0_seq2,ocar407,M , 5, -, -, -,  N,-,455,-,-
comp12710_c0_seq1,ocar408,S , 3, -, -, -,  N,-,294,-,-
comp12721_c0_seq1,ocar409,M , 4, -, -, -,  N,-,118,-,-
comp127257_c0_seq1,ocar410,_ , 2, -, -, -,  N,-,137,-,-
comp12729_c0_seq1,ocar411,_ , 3, -, -, -,  N,-,303,-,-
comp12738_c0_seq1,ocar412,_ , 5, -, -, -,  N,-,105,-,-
comp12754_c0_seq1,ocar413,M , 3, hsap1379, mmus1479, -,  Y,NDUFV1,464,Ndufv1,-
comp127695_c0_seq1,ocar414,S , 1, -, -, -,  N,-,182,-,-
comp12769_c0_seq1,ocar415,_ , 3, -, -, -,  N,-,179,-,-
comp1277_c0_seq1,ocar416,_ , 1, -, -, -,  N,-,113,-,-
comp12783_c0_seq1,ocar417,_ , 1, -, -, -,  N,-,187,-,-
comp12786_c0_seq1,ocar418,M , 5, -, -, -,  N,-,498,-,-
comp12797_c0_seq1,ocar419,S , 5, -, -, -,  N,-,106,-,-
comp12813_c0_seq1,ocar420,_ , 5, -, -, -,  N,-,99,-,-
comp12821_c0_seq1,ocar421,_ , 3, -, -, -,  N,-,159,-,-
comp12823_c0_seq1,ocar422,_ , 2, -, -, -,  N,-,114,-,-
comp12824_c0_seq1,ocar423,S , 1, -, -, -,  N,-,146,-,-
comp12837_c0_seq1,ocar424,S , 1, -, -, -,  N,-,227,-,-
comp12842_c0_seq1,ocar425,_ , 2, -, -, -,  N,-,291,-,-
comp12845_c0_seq1,ocar426,_ , 2, -, -, -,  N,-,128,-,-
comp12852_c0_seq2,ocar427,_ , 3, -, -, -,  N,-,100,-,-
comp12856_c0_seq1,ocar428,M , 3, hsap2005, mmus1456, -,  Y,ACAA2,399,Acaa2,-
comp12861_c0_seq2,ocar429,M , 3, hsap709, mmus1448, -,  Y,ALDH7A1,543,Aldh7a1,-
comp12878_c0_seq1,ocar430,_ , 3, -, -, -,  N,-,186,-,-
comp12887_c0_seq1,ocar431,_ , 2, -, -, -,  N,-,233,-,-
comp12897_c0_seq1,ocar432,M , 3, hsap580, mmus435, scer385,  Y,COX18,252,Cox18,COX18
comp12900_c0_seq2,ocar433,_ , 2, -, -, -,  N,-,115,-,-
comp12900_c0_seq2,ocar434,S , 1, -, -, -,  N,-,614,-,-
comp12906_c0_seq1,ocar435,_ , 1, -, -, -,  N,-,132,-,-
comp12916_c0_seq1,ocar436,S , 2, -, -, -,  N,-,1012,-,-
comp12917_c0_seq1,ocar437,_ , 3, -, -, -,  N,-,285,-,-
comp12928_c0_seq1,ocar438,_ , 2, -, -, -,  N,-,102,-,-
comp12936_c0_seq1,ocar439,S , 1, -, -, -,  N,-,188,-,-
comp12953_c0_seq1,ocar440,_ , 1, -, -, -,  N,-,164,-,-
comp12955_c0_seq1,ocar441,_ , 5, -, -, -,  N,-,218,-,-
comp12964_c0_seq2,ocar442,S , 3, -, -, -,  N,-,553,-,-
comp12965_c0_seq1,ocar443,_ , 2, -, -, -,  N,-,315,-,-
comp12965_c0_seq1,ocar444,_ , 2, -, -, -,  N,-,167,-,-
comp12966_c0_seq1,ocar445,_ , 1, -, -, -,  N,-,168,-,-
comp13013_c0_seq1,ocar446,_ , 2, -, -, -,  N,-,361,-,-
comp13013_c0_seq2,ocar447,_ , 2, -, -, -,  N,-,389,-,-
comp13019_c0_seq1,ocar448,_ , 5, -, -, -,  N,-,112,-,-
comp13020_c0_seq1,ocar449,_ , 5, -, -, -,  N,-,1656,-,-
comp13021_c0_seq2,ocar450,S , 3, -, -, -,  N,-,158,-,-
comp13028_c0_seq1,ocar451,_ , 3, hsap2269, mmus1282, -,  Y,TOMM22,122,Tomm22,-
comp13028_c0_seq1,ocar452,_ , 1, -, -, -,  N,-,276,-,-
comp13059_c0_seq1,ocar453,S , 2, -, -, -,  N,-,132,-,-
comp1308_c0_seq1,ocar454,_ , 3, -, -, -,  N,-,118,-,-
comp13117_c0_seq2,ocar455,_ , 2, -, -, -,  N,-,173,-,-
comp13117_c0_seq2,ocar456,_ , 3, -, -, -,  N,-,317,-,-
comp13119_c0_seq1,ocar457,S , 1, -, -, -,  N,-,488,-,-
comp13120_c0_seq1,ocar458,_ , 2, -, -, -,  N,-,519,-,-
comp13128_c0_seq1,ocar459,_ , 1, -, -, -,  N,-,162,-,-
comp13142_c0_seq1,ocar460,_ , 2, -, -, -,  N,-,137,-,-
comp13145_c0_seq1,ocar461,S , 2, -, -, -,  N,-,806,-,-
comp13145_c0_seq2,ocar462,S , 2, -, -, -,  N,-,759,-,-
comp13154_c0_seq2,ocar463,_ , 2, -, -, -,  N,-,590,-,-
comp13162_c0_seq1,ocar464,S , 3, -, -, -,  N,-,107,-,-
comp13165_c0_seq2,ocar465,M , 5, -, -, -,  N,-,181,-,-
comp131750_c0_seq1,ocar466,_ , 2, -, -, -,  N,-,230,-,-
comp13190_c0_seq1,ocar467,M , 3, -, -, -,  Y,-,966,-,-
comp13208_c0_seq1,ocar468,M , 3, -, -, -,  Y,-,115,-,-
comp13212_c0_seq2,ocar469,S , 3, -, -, -,  N,-,240,-,-
comp13218_c0_seq1,ocar470,_ , 1, -, -, -,  N,-,1201,-,-
comp13218_c0_seq2,ocar471,_ , 1, -, -, -,  N,-,1281,-,-
comp13233_c0_seq1,ocar472,_ , 5, -, -, -,  N,-,677,-,-
comp13239_c0_seq1,ocar473,S , 3, -, -, -,  N,-,304,-,-
comp13244_c0_seq1,ocar474,_ , 4, -, -, -,  N,-,703,-,-
comp13249_c0_seq1,ocar475,_ , 1, -, -, -,  N,-,111,-,-
comp13249_c0_seq2,ocar476,_ , 1, -, -, -,  N,-,243,-,-
comp13257_c0_seq1,ocar477,_ , 2, -, -, -,  N,-,127,-,-
comp13270_c0_seq1,ocar478,S , 3, -, -, -,  N,-,166,-,-
comp13270_c0_seq2,ocar479,_ , 3, -, -, -,  N,-,115,-,-
comp13295_c0_seq1,ocar480,_ , 2, -, -, -,  N,-,254,-,-
comp13300_c0_seq2,ocar481,_ , 2, -, -, -,  N,-,157,-,-
comp13353_c0_seq1,ocar482,_ , 5, -, -, -,  N,-,128,-,-
comp13357_c0_seq1,ocar483,_ , 1, -, -, -,  N,-,1023,-,-
comp13362_c0_seq1,ocar484,_ , 2, -, -, -,  N,-,234,-,-
comp13385_c0_seq1,ocar485,_ , 2, -, -, -,  N,-,236,-,-
comp13398_c0_seq1,ocar486,_ , 2, -, -, -,  N,-,119,-,-
comp13403_c0_seq1,ocar487,_ , 5, -, -, -,  N,-,101,-,-
comp13406_c0_seq1,ocar488,_ , 1, -, -, -,  N,-,116,-,-
comp134140_c0_seq1,ocar489,_ , 3, -, -, -,  N,-,115,-,-
comp13422_c0_seq1,ocar490,_ , 1, -, -, -,  N,-,116,-,-
comp134279_c0_seq1,ocar491,_ , 4, hsap1097, mmus337, -,  Y,HDHD3,253,Hdhd3,-
comp13436_c0_seq2,ocar492,M , 2, -, -, -,  Y,-,1333,-,-
comp13473_c0_seq1,ocar493,_ , 2, -, -, -,  N,-,1078,-,-
comp13484_c0_seq1,ocar494,_ , 2, -, -, -,  N,-,2124,-,-
comp13489_c0_seq1,ocar495,M , 3, -, -, -,  Y,-,260,-,-
comp13492_c0_seq1,ocar496,_ , 4, -, -, -,  N,-,283,-,-
comp13502_c0_seq1,ocar497,S , 2, -, -, -,  N,-,353,-,-
comp13503_c0_seq1,ocar498,_ , 3, -, -, -,  N,-,480,-,-
comp1350_c0_seq1,ocar499,_ , 2, -, -, -,  N,-,106,-,-
comp13516_c0_seq1,ocar500,S , 3, -, -, -,  N,-,527,-,-
comp13523_c0_seq1,ocar501,_ , 4, -, -, -,  N,-,393,-,-
comp13528_c0_seq1,ocar502,M , 4, -, -, -,  N,-,165,-,-
comp13536_c0_seq1,ocar503,_ , 2, -, -, -,  N,-,335,-,-
comp135446_c0_seq1,ocar504,S , 1, -, -, -,  N,-,110,-,-
comp13544_c0_seq1,ocar505,_ , 5, -, -, -,  N,-,300,-,-
comp13550_c0_seq1,ocar506,_ , 5, -, -, -,  N,-,175,-,-
comp13558_c0_seq1,ocar507,_ , 2, -, -, -,  N,-,1035,-,-
comp13579_c0_seq1,ocar508,_ , 4, -, -, -,  N,-,630,-,-
comp1357_c0_seq2,ocar509,_ , 1, -, -, -,  N,-,111,-,-
comp13588_c0_seq1,ocar510,S , 1, -, -, -,  N,-,155,-,-
comp13608_c0_seq1,ocar511,_ , 4, -, -, -,  N,-,295,-,-
comp13615_c0_seq1,ocar512,_ , 3, -, -, -,  N,-,103,-,-
comp13642_c0_seq1,ocar513,_ , 3, -, -, -,  N,-,951,-,-
comp13644_c0_seq2,ocar514,_ , 1, -, -, -,  N,-,305,-,-
comp13647_c0_seq2,ocar515,_ , 5, -, -, -,  N,-,358,-,-
comp13647_c0_seq2,ocar516,_ , 2, -, -, -,  N,-,322,-,-
comp13653_c0_seq1,ocar517,_ , 4, -, -, scer267,  Y,-,1042,-,CIN8
comp13655_c0_seq1,ocar518,S , 1, -, -, -,  N,-,229,-,-
comp13672_c0_seq1,ocar519,M , 1, -, -, -,  Y,-,1358,-,-
comp13685_c0_seq1,ocar520,_ , 5, -, -, -,  N,-,332,-,-
comp136949_c0_seq1,ocar521,_ , 2, -, -, -,  N,-,138,-,-
comp13701_c0_seq1,ocar522,_ , 4, -, -, -,  N,-,758,-,-
comp137089_c0_seq1,ocar523,_ , 3, -, -, -,  N,-,141,-,-
comp13713_c0_seq1,ocar524,M , 5, -, -, -,  N,-,321,-,-
comp13713_c0_seq2,ocar525,M , 5, -, -, -,  N,-,197,-,-
comp13713_c0_seq2,ocar526,_ , 4, -, -, -,  N,-,168,-,-
comp13714_c0_seq1,ocar527,M , 5, -, -, -,  N,-,295,-,-
comp13728_c0_seq2,ocar528,S , 2, -, -, -,  N,-,332,-,-
comp13730_c0_seq1,ocar529,_ , 1, -, -, -,  N,-,939,-,-
comp137426_c0_seq1,ocar530,_ , 4, -, -, -,  N,-,138,-,-
comp13754_c0_seq2,ocar531,_ , 2, -, -, scer692,  Y,-,354,-,ERG27
comp13762_c0_seq1,ocar532,_ , 5, -, -, -,  N,-,336,-,-
comp13766_c0_seq1,ocar533,_ , 3, -, -, -,  N,-,139,-,-
comp13768_c0_seq1,ocar534,_ , 1, -, -, -,  N,-,316,-,-
comp137748_c0_seq1,ocar535,S , 1, -, -, -,  N,-,162,-,-
comp137790_c0_seq1,ocar536,_ , 2, -, -, -,  N,-,145,-,-
comp13799_c0_seq1,ocar537,_ , 3, -, -, -,  N,-,128,-,-
comp13800_c0_seq1,ocar538,M , 3, -, -, -,  Y,-,161,-,-
comp13814_c0_seq1,ocar539,_ , 5, -, -, -,  N,-,142,-,-
comp13814_c0_seq2,ocar540,_ , 1, -, -, -,  N,-,172,-,-
comp13832_c0_seq1,ocar541,_ , 1, -, -, -,  N,-,172,-,-
comp13844_c0_seq1,ocar542,_ , 5, -, -, -,  N,-,252,-,-
comp13849_c0_seq2,ocar543,_ , 5, -, -, -,  N,-,232,-,-
comp13849_c0_seq2,ocar544,_ , 3, -, -, -,  N,-,357,-,-
comp138648_c0_seq1,ocar545,_ , 3, -, -, -,  N,-,164,-,-
comp138658_c0_seq1,ocar546,M , 4, -, -, -,  N,-,186,-,-
comp138773_c0_seq1,ocar547,_ , 2, -, -, -,  N,-,153,-,-
comp13908_c0_seq1,ocar548,_ , 3, -, -, -,  N,-,188,-,-
comp13915_c0_seq2,ocar549,_ , 1, -, -, -,  N,-,114,-,-
comp13923_c0_seq1,ocar550,_ , 2, -, -, -,  N,-,180,-,-
comp13923_c0_seq1,ocar551,M , 5, -, -, -,  N,-,231,-,-
comp13950_c0_seq1,ocar552,_ , 1, -, -, -,  N,-,1206,-,-
comp139569_c0_seq1,ocar553,_ , 3, -, -, -,  N,-,139,-,-
comp13956_c0_seq1,ocar554,_ , 1, -, -, scer685,  Y,-,552,-,FMP25
comp13957_c0_seq1,ocar555,_ , 4, -, -, -,  N,-,150,-,-
comp13976_c0_seq1,ocar556,_ , 5, -, -, -,  N,-,175,-,-
comp13982_c0_seq1,ocar557,_ , 1, -, -, -,  N,-,203,-,-
comp139981_c0_seq1,ocar558,_ , 1, -, -, -,  N,-,151,-,-
comp14016_c0_seq1,ocar559,M , 1, hsap809, mmus1403, scer170,  Y,MRPS10,199,Mrps10,RSM10
comp14021_c0_seq1,ocar560,M , 5, hsap1972, mmus1060, scer231,  Y,FDXR,459,Fdxr,ARH1
comp14023_c0_seq1,ocar561,_ , 2, -, -, -,  N,-,493,-,-
comp14031_c0_seq1,ocar562,M , 2, -, -, -,  Y,-,136,-,-
comp14037_c0_seq1,ocar563,S , 4, -, -, -,  N,-,132,-,-
comp14053_c0_seq1,ocar564,_ , 3, -, -, -,  N,-,147,-,-
comp14054_c0_seq1,ocar565,M , 4, -, -, -,  N,-,740,-,-
comp14055_c0_seq1,ocar566,_ , 1, -, -, -,  N,-,266,-,-
comp14057_c0_seq1,ocar567,_ , 3, -, -, -,  N,-,170,-,-
comp14083_c0_seq2,ocar568,S , 1, -, -, -,  N,-,115,-,-
comp14104_c0_seq1,ocar569,_ , 4, -, -, -,  N,-,102,-,-
comp14104_c0_seq1,ocar570,M , 2, -, -, -,  Y,-,1287,-,-
comp14104_c0_seq2,ocar571,M , 5, -, -, -,  N,-,1127,-,-
comp14109_c0_seq1,ocar572,S , 1, -, -, -,  N,-,562,-,-
comp14114_c0_seq2,ocar573,_ , 1, -, -, -,  N,-,214,-,-
comp14119_c0_seq2,ocar574,M , 1, hsap191, mmus295, scer997,  Y,TSTD1,143,Tstd3,RDL2
comp141502_c0_seq1,ocar575,S , 2, -, -, -,  N,-,283,-,-
comp14160_c0_seq1,ocar576,_ , 3, -, -, -,  N,-,109,-,-
comp14161_c0_seq1,ocar577,_ , 1, -, -, -,  N,-,117,-,-
comp14175_c0_seq1,ocar578,_ , 1, -, -, -,  N,-,145,-,-
comp141790_c0_seq1,ocar579,S , 1, -, -, -,  N,-,458,-,-
comp141885_c0_seq1,ocar580,_ , 1, -, -, -,  N,-,118,-,-
comp14210_c0_seq1,ocar581,_ , 5, -, -, scer865,  Y,-,1438,-,POL1
comp14214_c0_seq1,ocar582,S , 1, -, -, -,  N,-,141,-,-
comp14216_c0_seq1,ocar583,_ , 5, -, -, -,  N,-,361,-,-
comp14242_c0_seq1,ocar584,_ , 2, -, -, -,  N,-,178,-,-
comp14263_c0_seq2,ocar585,M , 5, -, -, -,  N,-,1132,-,-
comp14268_c0_seq1,ocar586,_ , 5, -, -, -,  N,-,379,-,-
comp14268_c0_seq1,ocar587,M , 5, -, -, -,  N,-,620,-,-
comp14280_c0_seq2,ocar588,_ , 4, -, -, -,  N,-,107,-,-
comp14280_c0_seq2,ocar589,_ , 2, -, -, -,  N,-,294,-,-
comp14307_c0_seq1,ocar590,_ , 4, -, -, -,  N,-,201,-,-
comp14307_c0_seq2,ocar591,_ , 1, -, -, -,  N,-,273,-,-
comp14311_c0_seq1,ocar592,_ , 5, hsap204, mmus89, scer271,  Y,PPOX,496,Ppox,HEM14
comp14312_c0_seq1,ocar593,_ , 4, -, -, -,  N,-,597,-,-
comp14325_c0_seq2,ocar594,_ , 4, -, -, -,  N,-,152,-,-
comp14332_c0_seq1,ocar595,_ , 1, -, -, -,  N,-,107,-,-
comp14332_c0_seq1,ocar596,_ , 1, -, -, -,  N,-,217,-,-
comp14339_c0_seq1,ocar597,_ , 4, -, -, -,  N,-,382,-,-
comp14350_c0_seq1,ocar598,_ , 3, -, -, -,  N,-,344,-,-
comp14354_c0_seq1,ocar599,_ , 2, -, -, -,  N,-,200,-,-
comp14361_c0_seq2,ocar600,S , 5, -, -, -,  N,-,284,-,-
comp14361_c0_seq2,ocar601,S , 1, -, -, -,  N,-,194,-,-
comp14394_c0_seq1,ocar602,_ , 1, -, -, -,  N,-,535,-,-
comp14396_c0_seq1,ocar603,_ , 2, -, -, -,  N,-,629,-,-
comp14402_c0_seq1,ocar604,S , 5, -, -, -,  N,-,368,-,-
comp14410_c0_seq1,ocar605,S , 1, -, -, -,  N,-,383,-,-
comp14438_c0_seq2,ocar606,_ , 3, -, -, -,  N,-,100,-,-
comp14443_c0_seq1,ocar607,_ , 4, -, -, -,  N,-,548,-,-
comp14451_c0_seq1,ocar608,_ , 1, -, -, -,  N,-,156,-,-
comp14454_c0_seq1,ocar609,_ , 2, hsap103, mmus356, scer995,  Y,TRIT1,389,Trit1,MOD5
comp14474_c0_seq1,ocar610,_ , 1, -, -, -,  N,-,275,-,-
comp14480_c0_seq1,ocar611,_ , 1, -, -, -,  N,-,150,-,-
comp14480_c0_seq2,ocar612,_ , 1, -, -, -,  N,-,133,-,-
comp144833_c0_seq1,ocar613,_ , 3, -, -, -,  N,-,207,-,-
comp14486_c0_seq1,ocar614,M , 5, hsap2203, mmus1359, -,  Y,CBR3,270,Cbr3,-
comp14486_c0_seq1,ocar615,S , 2, -, -, -,  N,-,103,-,-
comp1448_c0_seq1,ocar616,S , 3, -, -, -,  N,-,171,-,-
comp1448_c0_seq2,ocar617,S , 3, -, -, -,  N,-,171,-,-
comp14491_c0_seq1,ocar618,S , 1, -, -, -,  N,-,138,-,-
comp14497_c0_seq1,ocar619,_ , 4, -, -, -,  N,-,263,-,-
comp14508_c0_seq1,ocar620,S , 3, -, -, -,  N,-,125,-,-
comp14512_c0_seq1,ocar621,_ , 2, -, -, -,  N,-,391,-,-
comp14520_c0_seq1,ocar622,M , 3, -, -, -,  Y,-,112,-,-
comp14534_c0_seq2,ocar623,_ , 2, hsap2069, mmus1360, scer21,  Y,LONP1,1408,Lonp1,PIM1
comp14541_c0_seq1,ocar624,_ , 1, -, -, -,  N,-,371,-,-
comp14541_c0_seq1,ocar625,M , 5, -, -, -,  N,-,160,-,-
comp14552_c0_seq1,ocar626,_ , 1, -, -, -,  N,-,181,-,-
comp14563_c0_seq1,ocar627,_ , 2, -, -, -,  N,-,171,-,-
comp14563_c1_seq1,ocar628,_ , 4, -, -, -,  N,-,292,-,-
comp14594_c0_seq1,ocar629,_ , 2, -, -, -,  N,-,926,-,-
comp14599_c0_seq1,ocar630,_ , 2, -, -, -,  N,-,200,-,-
comp14602_c0_seq1,ocar631,_ , 2, -, -, -,  N,-,248,-,-
comp14603_c0_seq1,ocar632,_ , 3, -, -, -,  N,-,215,-,-
comp14605_c0_seq1,ocar633,_ , 2, -, -, -,  N,-,880,-,-
comp14607_c0_seq1,ocar634,_ , 1, -, -, -,  N,-,227,-,-
comp14621_c0_seq1,ocar635,_ , 4, -, -, -,  N,-,126,-,-
comp14622_c0_seq1,ocar636,_ , 5, -, -, -,  N,-,225,-,-
comp14637_c0_seq2,ocar637,_ , 3, -, -, -,  N,-,303,-,-
comp14639_c0_seq1,ocar638,_ , 1, -, -, -,  N,-,591,-,-
comp14663_c0_seq2,ocar639,_ , 2, -, -, -,  N,-,507,-,-
comp14665_c0_seq1,ocar640,_ , 2, -, -, -,  N,-,152,-,-
comp14693_c0_seq1,ocar641,_ , 2, -, -, -,  N,-,1738,-,-
comp14703_c0_seq2,ocar642,_ , 5, -, -, -,  N,-,1265,-,-
comp147044_c0_seq1,ocar643,_ , 5, -, -, -,  N,-,107,-,-
comp14717_c0_seq1,ocar644,M , 4, -, -, -,  N,-,234,-,-
comp14718_c0_seq1,ocar645,_ , 2, -, -, -,  N,-,149,-,-
comp147226_c0_seq1,ocar646,_ , 1, -, -, -,  N,-,177,-,-
comp14725_c0_seq1,ocar647,_ , 3, -, -, -,  N,-,162,-,-
comp14733_c0_seq2,ocar648,M , 4, -, -, -,  N,-,154,-,-
comp14753_c0_seq2,ocar649,_ , 4, -, -, scer1033,  Y,-,496,-,PNG1
comp14785_c0_seq1,ocar650,_ , 4, -, -, -,  N,-,127,-,-
comp14791_c0_seq2,ocar651,_ , 3, -, -, -,  N,-,239,-,-
comp14817_c0_seq1,ocar652,S , 2, -, -, -,  N,-,251,-,-
comp14833_c0_seq1,ocar653,_ , 2, -, -, -,  N,-,102,-,-
comp14835_c0_seq1,ocar654,_ , 2, -, -, -,  N,-,334,-,-
comp14842_c0_seq1,ocar655,_ , 1, -, -, scer537,  Y,-,590,-,IML2
comp14847_c0_seq1,ocar656,S , 1, -, -, -,  N,-,526,-,-
comp14873_c0_seq1,ocar657,_ , 2, -, -, -,  N,-,128,-,-
comp14900_c0_seq1,ocar658,S , 1, -, -, -,  N,-,519,-,-
comp14905_c0_seq1,ocar659,S , 1, -, -, -,  N,-,130,-,-
comp149228_c0_seq1,ocar660,_ , 3, -, -, -,  N,-,179,-,-
comp14926_c0_seq2,ocar661,_ , 1, -, -, -,  N,-,156,-,-
comp14931_c0_seq1,ocar662,_ , 2, -, -, -,  N,-,278,-,-
comp14934_c0_seq1,ocar663,_ , 2, -, -, -,  N,-,195,-,-
comp14942_c0_seq2,ocar664,_ , 5, -, -, -,  N,-,596,-,-
comp149478_c0_seq1,ocar665,_ , 2, -, -, -,  N,-,129,-,-
comp14950_c0_seq1,ocar666,_ , 3, -, -, -,  N,-,108,-,-
comp14950_c0_seq1,ocar667,_ , 2, -, -, -,  N,-,190,-,-
comp14962_c0_seq1,ocar668,M , 3, -, -, -,  Y,-,107,-,-
comp14972_c0_seq1,ocar669,_ , 3, -, -, -,  N,-,149,-,-
comp14972_c0_seq2,ocar670,_ , 3, -, -, -,  N,-,110,-,-
comp14972_c0_seq2,ocar671,_ , 3, -, -, -,  N,-,455,-,-
comp14980_c0_seq1,ocar672,_ , 2, -, -, -,  N,-,240,-,-
comp14980_c0_seq1,ocar673,_ , 4, -, -, -,  N,-,115,-,-
comp14980_c0_seq2,ocar674,_ , 2, -, -, -,  N,-,240,-,-
comp149981_c0_seq1,ocar675,M , 2, -, -, -,  Y,-,161,-,-
comp15000_c0_seq1,ocar676,_ , 4, -, -, -,  N,-,327,-,-
comp15006_c0_seq1,ocar677,_ , 3, -, -, -,  N,-,380,-,-
comp15008_c0_seq1,ocar678,_ , 2, -, -, -,  N,-,282,-,-
comp15010_c0_seq2,ocar679,M , 2, -, -, -,  Y,-,615,-,-
comp15010_c0_seq2,ocar680,M , 5, -, -, -,  N,-,157,-,-
comp15025_c0_seq1,ocar681,_ , 3, -, -, -,  N,-,638,-,-
