transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01000309.1||m.234 gb|GBGI01000309.1||g.234  ,kiwa215,M,5,-,-,-,N,-,148,-,-
gb|GBGI01000310.1||m.235 gb|GBGI01000310.1||g.235  ,kiwa216,M,5,hsap1311,mmus108,scer786,Y,IMMP1L,172,Immp1l,IMP2
gb|GBGI01000311.1||m.236 gb|GBGI01000311.1||g.236  ,kiwa217,_,1,-,-,-,N,-,187,-,-
gb|GBGI01000312.1||m.237 gb|GBGI01000312.1||g.237  ,kiwa218,_,2,-,-,-,N,-,314,-,-
gb|GBGI01000313.1||m.238 gb|GBGI01000313.1||g.238  ,kiwa219,_,2,-,-,-,N,-,280,-,-
gb|GBGI01000314.1||m.239 gb|GBGI01000314.1||g.239  ,kiwa220,_,1,-,-,-,N,-,460,-,-
gb|GBGI01000315.1||m.240 gb|GBGI01000315.1||g.240  ,kiwa221,_,2,-,-,-,N,-,153,-,-
gb|GBGI01000317.1||m.241 gb|GBGI01000317.1||g.241  ,kiwa222,_,2,-,-,-,N,-,315,-,-
gb|GBGI01000318.1||m.242 gb|GBGI01000318.1||g.242  ,kiwa223,_,2,-,-,-,N,-,339,-,-
gb|GBGI01000319.1||m.243 gb|GBGI01000319.1||g.243  ,kiwa224,S,4,-,-,-,N,-,233,-,-
gb|GBGI01000320.1||m.244 gb|GBGI01000320.1||g.244  ,kiwa225,_,3,-,-,-,N,-,882,-,-
gb|GBGI01000321.1||m.245 gb|GBGI01000321.1||g.245  ,kiwa226,_,3,-,-,-,N,-,175,-,-
gb|GBGI01000322.1||m.246 gb|GBGI01000322.1||g.246  ,kiwa227,_,4,-,-,-,N,-,108,-,-
gb|GBGI01000323.1||m.247 gb|GBGI01000323.1||g.247  ,kiwa228,_,3,-,-,-,N,-,198,-,-
gb|GBGI01000324.1||m.248 gb|GBGI01000324.1||g.248  ,kiwa229,S,1,-,-,-,N,-,116,-,-
gb|GBGI01000325.1||m.249 gb|GBGI01000325.1||g.249  ,kiwa230,S,5,-,-,-,N,-,174,-,-
gb|GBGI01000326.1||m.250 gb|GBGI01000326.1||g.250  ,kiwa231,_,2,-,-,-,N,-,253,-,-
gb|GBGI01000327.1||m.251 gb|GBGI01000327.1||g.251  ,kiwa232,_,2,-,-,-,N,-,174,-,-
gb|GBGI01000328.1||m.252 gb|GBGI01000328.1||g.252  ,kiwa233,M,5,-,mmus913,-,Y,-,141,Tfam,-
gb|GBGI01000329.1||m.253 gb|GBGI01000329.1||g.253  ,kiwa234,S,4,-,-,-,N,-,281,-,-
gb|GBGI01000330.1||m.254 gb|GBGI01000330.1||g.254  ,kiwa235,_,1,-,-,-,N,-,280,-,-
gb|GBGI01000332.1||m.256 gb|GBGI01000332.1||g.256  ,kiwa236,S,1,-,-,-,N,-,468,-,-
gb|GBGI01000333.1||m.258 gb|GBGI01000333.1||g.258  ,kiwa237,_,2,-,-,-,N,-,131,-,-
gb|GBGI01000333.1||m.257 gb|GBGI01000333.1||g.257  ,kiwa238,S,1,-,-,-,N,-,321,-,-
gb|GBGI01000334.1||m.259 gb|GBGI01000334.1||g.259  ,kiwa239,_,5,-,-,-,N,-,100,-,-
gb|GBGI01000335.1||m.260 gb|GBGI01000335.1||g.260  ,kiwa240,_,2,-,-,-,N,-,246,-,-
gb|GBGI01000337.1||m.262 gb|GBGI01000337.1||g.262  ,kiwa241,_,2,-,-,-,N,-,229,-,-
gb|GBGI01000338.1||m.263 gb|GBGI01000338.1||g.263  ,kiwa242,_,1,-,-,-,N,-,254,-,-
gb|GBGI01000339.1||m.264 gb|GBGI01000339.1||g.264  ,kiwa243,_,2,hsap533,mmus1212,-,Y,TKT,631,Tkt,-
gb|GBGI01000343.1||m.265 gb|GBGI01000343.1||g.265  ,kiwa244,_,3,-,-,-,N,-,382,-,-
gb|GBGI01000344.1||m.266 gb|GBGI01000344.1||g.266  ,kiwa245,_,2,-,-,-,N,-,443,-,-
gb|GBGI01000345.1||m.268 gb|GBGI01000345.1||g.268  ,kiwa246,_,2,-,-,-,N,-,446,-,-
gb|GBGI01000346.1||m.269 gb|GBGI01000346.1||g.269  ,kiwa247,_,2,-,-,-,N,-,522,-,-
gb|GBGI01000347.1||m.270 gb|GBGI01000347.1||g.270  ,kiwa248,_,3,hsap1015,mmus319,-,Y,RMDN1,339,Rmdn1,-
gb|GBGI01000348.1||m.272 gb|GBGI01000348.1||g.272  ,kiwa249,M,4,-,-,-,N,-,235,-,-
gb|GBGI01000349.1||m.273 gb|GBGI01000349.1||g.273  ,kiwa250,_,2,-,-,-,N,-,318,-,-
gb|GBGI01000350.1||m.274 gb|GBGI01000350.1||g.274  ,kiwa251,_,2,-,-,-,N,-,169,-,-
gb|GBGI01000350.1||m.275 gb|GBGI01000350.1||g.275  ,kiwa252,_,3,-,-,-,N,-,111,-,-
gb|GBGI01000351.1||m.276 gb|GBGI01000351.1||g.276  ,kiwa253,_,4,-,-,-,N,-,160,-,-
gb|GBGI01000353.1||m.277 gb|GBGI01000353.1||g.277  ,kiwa254,M,2,-,-,-,Y,-,203,-,-
gb|GBGI01000354.1||m.278 gb|GBGI01000354.1||g.278  ,kiwa255,S,5,-,-,-,N,-,161,-,-
gb|GBGI01000356.1||m.279 gb|GBGI01000356.1||g.279  ,kiwa256,S,1,-,-,-,N,-,229,-,-
gb|GBGI01000357.1||m.280 gb|GBGI01000357.1||g.280  ,kiwa257,_,1,-,-,-,N,-,134,-,-
gb|GBGI01000360.1||m.281 gb|GBGI01000360.1||g.281  ,kiwa258,_,1,-,-,-,N,-,521,-,-
gb|GBGI01000361.1||m.282 gb|GBGI01000361.1||g.282  ,kiwa259,_,1,hsap1181,mmus849,scer53,Y,SLC25A5,312,Slc25a5,AAC3
gb|GBGI01000362.1||m.283 gb|GBGI01000362.1||g.283  ,kiwa260,_,4,-,-,-,N,-,145,-,-
gb|GBGI01000364.1||m.284 gb|GBGI01000364.1||g.284  ,kiwa261,_,1,hsap373,mmus47,scer131,Y,OSGEPL1,343,Osgepl1,QRI7
gb|GBGI01000368.1||m.285 gb|GBGI01000368.1||g.285  ,kiwa262,_,1,-,-,-,N,-,366,-,-
gb|GBGI01000371.1||m.286 gb|GBGI01000371.1||g.286  ,kiwa263,_,1,-,-,-,N,-,108,-,-
gb|GBGI01000374.1||m.287 gb|GBGI01000374.1||g.287  ,kiwa264,_,2,-,-,-,N,-,536,-,-
gb|GBGI01000375.1||m.288 gb|GBGI01000375.1||g.288  ,kiwa265,_,2,-,-,-,N,-,151,-,-
gb|GBGI01000376.1||m.289 gb|GBGI01000376.1||g.289  ,kiwa266,M,4,-,-,-,N,-,237,-,-
gb|GBGI01000377.1||m.290 gb|GBGI01000377.1||g.290  ,kiwa267,_,1,-,-,-,N,-,245,-,-
gb|GBGI01000379.1||m.291 gb|GBGI01000379.1||g.291  ,kiwa268,M,2,hsap1816,mmus728,scer614,Y,GOT2,423,Got2,AAT1
gb|GBGI01000380.1||m.292 gb|GBGI01000380.1||g.292  ,kiwa269,M,4,-,-,-,N,-,473,-,-
gb|GBGI01000381.1||m.293 gb|GBGI01000381.1||g.293  ,kiwa270,_,1,-,-,-,N,-,538,-,-
gb|GBGI01000382.1||m.294 gb|GBGI01000382.1||g.294  ,kiwa271,_,1,-,-,-,N,-,350,-,-
gb|GBGI01000383.1||m.295 gb|GBGI01000383.1||g.295  ,kiwa272,_,1,-,-,-,N,-,390,-,-
gb|GBGI01000383.1||m.296 gb|GBGI01000383.1||g.296  ,kiwa273,_,1,-,-,-,N,-,388,-,-
gb|GBGI01000385.1||m.297 gb|GBGI01000385.1||g.297  ,kiwa274,M,4,-,-,-,N,-,151,-,-
gb|GBGI01000387.1||m.298 gb|GBGI01000387.1||g.298  ,kiwa275,_,3,-,-,-,N,-,270,-,-
gb|GBGI01000390.1||m.299 gb|GBGI01000390.1||g.299  ,kiwa276,_,1,-,-,-,N,-,120,-,-
gb|GBGI01000391.1||m.300 gb|GBGI01000391.1||g.300  ,kiwa277,_,2,-,-,-,N,-,523,-,-
gb|GBGI01000392.1||m.301 gb|GBGI01000392.1||g.301  ,kiwa278,_,1,-,-,-,N,-,145,-,-
gb|GBGI01000398.1||m.302 gb|GBGI01000398.1||g.302  ,kiwa279,_,2,-,-,-,N,-,116,-,-
gb|GBGI01000400.1||m.303 gb|GBGI01000400.1||g.303  ,kiwa280,S,1,-,-,-,N,-,164,-,-
gb|GBGI01000401.1||m.304 gb|GBGI01000401.1||g.304  ,kiwa281,_,2,-,-,-,N,-,130,-,-
gb|GBGI01000402.1||m.305 gb|GBGI01000402.1||g.305  ,kiwa282,S,1,-,-,-,N,-,957,-,-
gb|GBGI01000404.1||m.306 gb|GBGI01000404.1||g.306  ,kiwa283,S,5,-,-,-,N,-,202,-,-
gb|GBGI01000407.1||m.307 gb|GBGI01000407.1||g.307  ,kiwa284,S,1,-,-,-,N,-,132,-,-
gb|GBGI01000410.1||m.308 gb|GBGI01000410.1||g.308  ,kiwa285,_,1,-,-,-,N,-,189,-,-
gb|GBGI01000413.1||m.310 gb|GBGI01000413.1||g.310  ,kiwa286,_,3,hsap483,mmus555,-,Y,MRPS25,152,Mrps25,-
gb|GBGI01000419.1||m.311 gb|GBGI01000419.1||g.311  ,kiwa287,_,3,-,-,-,N,-,131,-,-
gb|GBGI01000420.1||m.312 gb|GBGI01000420.1||g.312  ,kiwa288,_,2,-,-,-,N,-,188,-,-
gb|GBGI01000421.1||m.313 gb|GBGI01000421.1||g.313  ,kiwa289,_,4,-,-,-,N,-,282,-,-
gb|GBGI01000422.1||m.314 gb|GBGI01000422.1||g.314  ,kiwa290,_,4,-,-,-,N,-,120,-,-
gb|GBGI01000425.1||m.315 gb|GBGI01000425.1||g.315  ,kiwa291,_,5,-,-,-,N,-,288,-,-
gb|GBGI01000426.1||m.316 gb|GBGI01000426.1||g.316  ,kiwa292,_,5,-,-,-,N,-,302,-,-
gb|GBGI01000427.1||m.317 gb|GBGI01000427.1||g.317  ,kiwa293,_,3,-,-,-,N,-,223,-,-
gb|GBGI01000428.1||m.319 gb|GBGI01000428.1||g.319  ,kiwa294,_,1,-,-,-,N,-,229,-,-
gb|GBGI01000429.1||m.320 gb|GBGI01000429.1||g.320  ,kiwa295,S,1,-,-,-,N,-,283,-,-
gb|GBGI01000430.1||m.321 gb|GBGI01000430.1||g.321  ,kiwa296,S,1,-,-,-,N,-,184,-,-
gb|GBGI01000431.1||m.322 gb|GBGI01000431.1||g.322  ,kiwa297,_,2,-,-,-,N,-,501,-,-
gb|GBGI01000433.1||m.323 gb|GBGI01000433.1||g.323  ,kiwa298,_,2,hsap1122,mmus874,scer9,Y,HCCS,244,Hccs,CYC3
gb|GBGI01000434.1||m.324 gb|GBGI01000434.1||g.324  ,kiwa299,_,4,-,-,scer612,Y,-,201,-,CYT2
gb|GBGI01000435.1||m.325 gb|GBGI01000435.1||g.325  ,kiwa300,_,1,-,-,-,N,-,447,-,-
gb|GBGI01000436.1||m.326 gb|GBGI01000436.1||g.326  ,kiwa301,_,1,-,-,-,N,-,461,-,-
gb|GBGI01000437.1||m.327 gb|GBGI01000437.1||g.327  ,kiwa302,_,1,-,-,-,N,-,126,-,-
gb|GBGI01000438.1||m.328 gb|GBGI01000438.1||g.328  ,kiwa303,_,5,hsap265,mmus184,scer876,Y,FAHD2A,299,Fahd2a,FMP41
gb|GBGI01000440.1||m.329 gb|GBGI01000440.1||g.329  ,kiwa304,_,4,hsap2103,mmus709,-,Y,SLC25A42,144,Slc25a42,-
gb|GBGI01000441.1||m.330 gb|GBGI01000441.1||g.330  ,kiwa305,S,2,-,-,-,N,-,337,-,-
gb|GBGI01000442.1||m.331 gb|GBGI01000442.1||g.331  ,kiwa306,_,2,-,-,-,N,-,210,-,-
gb|GBGI01000446.1||m.332 gb|GBGI01000446.1||g.332  ,kiwa307,S,5,hsap1117,mmus142,scer898,Y,DNLZ,134,Dnlz,ZIM17
gb|GBGI01000447.1||m.333 gb|GBGI01000447.1||g.333  ,kiwa308,_,3,-,-,-,N,-,120,-,-
gb|GBGI01000450.1||m.334 gb|GBGI01000450.1||g.334  ,kiwa309,_,1,-,-,-,N,-,177,-,-
gb|GBGI01000453.1||m.335 gb|GBGI01000453.1||g.335  ,kiwa310,_,1,-,-,-,N,-,116,-,-
gb|GBGI01000457.1||m.336 gb|GBGI01000457.1||g.336  ,kiwa311,_,1,-,-,-,N,-,102,-,-
gb|GBGI01000458.1||m.337 gb|GBGI01000458.1||g.337  ,kiwa312,_,1,-,-,-,N,-,140,-,-
gb|GBGI01000459.1||m.338 gb|GBGI01000459.1||g.338  ,kiwa313,_,2,-,-,-,N,-,106,-,-
gb|GBGI01000460.1||m.339 gb|GBGI01000460.1||g.339  ,kiwa314,_,3,-,-,-,N,-,160,-,-
gb|GBGI01000463.1||m.340 gb|GBGI01000463.1||g.340  ,kiwa315,_,2,-,-,-,N,-,169,-,-
gb|GBGI01000464.1||m.341 gb|GBGI01000464.1||g.341  ,kiwa316,_,2,-,-,-,N,-,108,-,-
gb|GBGI01000474.1||m.342 gb|GBGI01000474.1||g.342  ,kiwa317,S,5,-,-,-,N,-,151,-,-
gb|GBGI01000475.1||m.343 gb|GBGI01000475.1||g.343  ,kiwa318,_,2,-,-,-,N,-,112,-,-
gb|GBGI01000476.1||m.344 gb|GBGI01000476.1||g.344  ,kiwa319,S,5,-,-,-,N,-,239,-,-
gb|GBGI01000478.1||m.345 gb|GBGI01000478.1||g.345  ,kiwa320,_,1,-,-,-,N,-,131,-,-
gb|GBGI01000480.1||m.346 gb|GBGI01000480.1||g.346  ,kiwa321,_,2,-,-,-,N,-,163,-,-
gb|GBGI01000484.1||m.347 gb|GBGI01000484.1||g.347  ,kiwa322,_,1,-,-,-,N,-,107,-,-
gb|GBGI01000485.1||m.349 gb|GBGI01000485.1||g.349  ,kiwa323,_,2,-,-,-,N,-,115,-,-
gb|GBGI01000487.1||m.350 gb|GBGI01000487.1||g.350  ,kiwa324,_,3,-,-,-,N,-,103,-,-
gb|GBGI01000489.1||m.352 gb|GBGI01000489.1||g.352  ,kiwa325,S,1,-,-,-,N,-,111,-,-
gb|GBGI01000497.1||m.353 gb|GBGI01000497.1||g.353  ,kiwa326,_,2,-,-,-,N,-,110,-,-
gb|GBGI01000499.1||m.354 gb|GBGI01000499.1||g.354  ,kiwa327,_,4,-,-,-,N,-,155,-,-
gb|GBGI01000504.1||m.355 gb|GBGI01000504.1||g.355  ,kiwa328,_,1,-,-,-,N,-,101,-,-
gb|GBGI01000507.1||m.356 gb|GBGI01000507.1||g.356  ,kiwa329,_,3,-,-,-,N,-,140,-,-
gb|GBGI01000510.1||m.357 gb|GBGI01000510.1||g.357  ,kiwa330,_,1,-,-,-,N,-,103,-,-
gb|GBGI01000517.1||m.358 gb|GBGI01000517.1||g.358  ,kiwa331,_,1,-,-,-,N,-,112,-,-
gb|GBGI01000522.1||m.359 gb|GBGI01000522.1||g.359  ,kiwa332,_,2,-,-,-,N,-,121,-,-
gb|GBGI01000536.1||m.360 gb|GBGI01000536.1||g.360  ,kiwa333,_,2,-,-,-,N,-,100,-,-
gb|GBGI01000537.1||m.361 gb|GBGI01000537.1||g.361  ,kiwa334,_,1,-,-,-,N,-,103,-,-
gb|GBGI01000538.1||m.362 gb|GBGI01000538.1||g.362  ,kiwa335,_,2,-,-,-,N,-,151,-,-
gb|GBGI01000541.1||m.363 gb|GBGI01000541.1||g.363  ,kiwa336,S,5,-,-,-,N,-,115,-,-
gb|GBGI01000546.1||m.364 gb|GBGI01000546.1||g.364  ,kiwa337,_,1,-,-,-,N,-,342,-,-
gb|GBGI01000546.1||m.365 gb|GBGI01000546.1||g.365  ,kiwa338,_,1,-,-,-,N,-,263,-,-
gb|GBGI01000547.1||m.366 gb|GBGI01000547.1||g.366  ,kiwa339,_,3,-,-,-,N,-,204,-,-
gb|GBGI01000548.1||m.367 gb|GBGI01000548.1||g.367  ,kiwa340,_,3,-,-,-,N,-,251,-,-
gb|GBGI01000551.1||m.368 gb|GBGI01000551.1||g.368  ,kiwa341,_,1,-,-,-,N,-,117,-,-
gb|GBGI01000552.1||m.369 gb|GBGI01000552.1||g.369  ,kiwa342,_,4,-,-,-,N,-,203,-,-
gb|GBGI01000553.1||m.370 gb|GBGI01000553.1||g.370  ,kiwa343,_,1,-,-,-,N,-,144,-,-
gb|GBGI01000553.1||m.371 gb|GBGI01000553.1||g.371  ,kiwa344,_,4,-,-,-,N,-,109,-,-
gb|GBGI01000554.1||m.372 gb|GBGI01000554.1||g.372  ,kiwa345,_,1,-,-,-,N,-,144,-,-
gb|GBGI01000554.1||m.373 gb|GBGI01000554.1||g.373  ,kiwa346,_,4,-,-,-,N,-,109,-,-
gb|GBGI01000555.1||m.374 gb|GBGI01000555.1||g.374  ,kiwa347,_,1,-,-,-,N,-,262,-,-
gb|GBGI01000556.1||m.375 gb|GBGI01000556.1||g.375  ,kiwa348,_,3,-,-,scer863,Y,-,184,-,RAS2
gb|GBGI01000560.1||m.376 gb|GBGI01000560.1||g.376  ,kiwa349,_,2,-,-,-,N,-,442,-,-
gb|GBGI01000561.1||m.377 gb|GBGI01000561.1||g.377  ,kiwa350,_,4,-,-,-,N,-,164,-,-
gb|GBGI01000562.1||m.378 gb|GBGI01000562.1||g.378  ,kiwa351,_,2,-,-,-,N,-,639,-,-
gb|GBGI01000563.1||m.379 gb|GBGI01000563.1||g.379  ,kiwa352,_,2,-,-,-,N,-,398,-,-
gb|GBGI01000563.1||m.380 gb|GBGI01000563.1||g.380  ,kiwa353,M,4,-,-,-,N,-,206,-,-
gb|GBGI01000568.1||m.381 gb|GBGI01000568.1||g.381  ,kiwa354,_,2,-,-,scer312,Y,-,514,-,HXT10
gb|GBGI01000569.1||m.382 gb|GBGI01000569.1||g.382  ,kiwa355,_,2,-,-,-,N,-,293,-,-
gb|GBGI01000570.1||m.383 gb|GBGI01000570.1||g.383  ,kiwa356,_,2,-,-,-,N,-,150,-,-
gb|GBGI01000571.1||m.384 gb|GBGI01000571.1||g.384  ,kiwa357,_,1,-,-,-,N,-,168,-,-
gb|GBGI01000572.1||m.385 gb|GBGI01000572.1||g.385  ,kiwa358,_,1,-,-,-,N,-,168,-,-
gb|GBGI01000573.1||m.386 gb|GBGI01000573.1||g.386  ,kiwa359,_,1,-,-,-,N,-,217,-,-
gb|GBGI01000574.1||m.387 gb|GBGI01000574.1||g.387  ,kiwa360,_,1,-,-,-,N,-,214,-,-
gb|GBGI01000575.1||m.388 gb|GBGI01000575.1||g.388  ,kiwa361,_,4,-,-,-,N,-,159,-,-
gb|GBGI01000576.1||m.389 gb|GBGI01000576.1||g.389  ,kiwa362,_,4,-,-,-,N,-,173,-,-
gb|GBGI01000577.1||m.390 gb|GBGI01000577.1||g.390  ,kiwa363,M,5,-,-,-,N,-,143,-,-
gb|GBGI01000578.1||m.391 gb|GBGI01000578.1||g.391  ,kiwa364,_,2,-,-,-,N,-,514,-,-
gb|GBGI01000579.1||m.392 gb|GBGI01000579.1||g.392  ,kiwa365,_,5,-,-,-,N,-,478,-,-
gb|GBGI01000580.1||m.394 gb|GBGI01000580.1||g.394  ,kiwa366,_,1,-,-,-,N,-,204,-,-
gb|GBGI01000580.1||m.393 gb|GBGI01000580.1||g.393  ,kiwa367,_,5,-,-,-,N,-,251,-,-
gb|GBGI01000581.1||m.395 gb|GBGI01000581.1||g.395  ,kiwa368,_,5,-,-,-,N,-,136,-,-
gb|GBGI01000582.1||m.397 gb|GBGI01000582.1||g.397  ,kiwa369,_,2,-,-,-,N,-,115,-,-
gb|GBGI01000582.1||m.396 gb|GBGI01000582.1||g.396  ,kiwa370,S,5,-,-,-,N,-,448,-,-
gb|GBGI01000583.1||m.399 gb|GBGI01000583.1||g.399  ,kiwa371,_,2,-,-,scer197,Y,-,561,-,MSS116
gb|GBGI01000585.1||m.401 gb|GBGI01000585.1||g.401  ,kiwa372,_,3,-,-,-,N,-,368,-,-
gb|GBGI01000586.1||m.402 gb|GBGI01000586.1||g.402  ,kiwa373,_,3,-,-,-,N,-,321,-,-
gb|GBGI01000587.1||m.403 gb|GBGI01000587.1||g.403  ,kiwa374,_,2,-,-,-,N,-,174,-,-
gb|GBGI01000588.1||m.404 gb|GBGI01000588.1||g.404  ,kiwa375,M,3,-,-,-,Y,-,104,-,-
gb|GBGI01000589.1||m.405 gb|GBGI01000589.1||g.405  ,kiwa376,M,3,-,-,-,Y,-,187,-,-
gb|GBGI01000592.1||m.406 gb|GBGI01000592.1||g.406  ,kiwa377,_,1,-,-,-,N,-,418,-,-
gb|GBGI01000593.1||m.407 gb|GBGI01000593.1||g.407  ,kiwa378,S,1,-,-,-,N,-,260,-,-
gb|GBGI01000594.1||m.408 gb|GBGI01000594.1||g.408  ,kiwa379,_,2,-,-,-,N,-,828,-,-
gb|GBGI01000596.1||m.409 gb|GBGI01000596.1||g.409  ,kiwa380,_,3,-,-,-,N,-,391,-,-
gb|GBGI01000599.1||m.410 gb|GBGI01000599.1||g.410  ,kiwa381,_,1,-,-,-,N,-,114,-,-
gb|GBGI01000600.1||m.411 gb|GBGI01000600.1||g.411  ,kiwa382,_,3,-,-,-,N,-,155,-,-
gb|GBGI01000603.1||m.412 gb|GBGI01000603.1||g.412  ,kiwa383,_,2,-,-,-,N,-,526,-,-
gb|GBGI01000604.1||m.413 gb|GBGI01000604.1||g.413  ,kiwa384,_,2,-,-,-,N,-,168,-,-
gb|GBGI01000605.1||m.414 gb|GBGI01000605.1||g.414  ,kiwa385,S,1,-,-,-,N,-,234,-,-
gb|GBGI01000608.1||m.415 gb|GBGI01000608.1||g.415  ,kiwa386,M,2,hsap191,mmus91,scer997,Y,TSTD1,142,Tstd1,RDL2
gb|GBGI01000609.1||m.416 gb|GBGI01000609.1||g.416  ,kiwa387,_,2,-,-,-,N,-,443,-,-
gb|GBGI01000610.1||m.417 gb|GBGI01000610.1||g.417  ,kiwa388,_,2,-,-,-,N,-,600,-,-
gb|GBGI01000612.1||m.418 gb|GBGI01000612.1||g.418  ,kiwa389,M,5,-,-,-,N,-,169,-,-
gb|GBGI01000613.1||m.420 gb|GBGI01000613.1||g.420  ,kiwa390,_,1,-,-,-,N,-,215,-,-
gb|GBGI01000614.1||m.421 gb|GBGI01000614.1||g.421  ,kiwa391,_,2,-,-,-,N,-,144,-,-
gb|GBGI01000616.1||m.422 gb|GBGI01000616.1||g.422  ,kiwa392,_,2,hsap323,mmus503,-,Y,CCT7,534,Cct7,-
gb|GBGI01000617.1||m.423 gb|GBGI01000617.1||g.423  ,kiwa393,M,4,hsap111,mmus352,-,Y,UQCRH,101,Uqcrh,-
gb|GBGI01000619.1||m.424 gb|GBGI01000619.1||g.424  ,kiwa394,_,2,-,-,-,N,-,1019,-,-
gb|GBGI01000624.1||m.425 gb|GBGI01000624.1||g.425  ,kiwa395,_,2,-,-,-,N,-,118,-,-
gb|GBGI01000625.1||m.426 gb|GBGI01000625.1||g.426  ,kiwa396,_,2,-,-,-,N,-,197,-,-
gb|GBGI01000626.1||m.427 gb|GBGI01000626.1||g.427  ,kiwa397,_,2,-,-,-,N,-,185,-,-
gb|GBGI01000627.1||m.428 gb|GBGI01000627.1||g.428  ,kiwa398,_,2,-,-,-,N,-,392,-,-
gb|GBGI01000628.1||m.429 gb|GBGI01000628.1||g.429  ,kiwa399,_,2,-,-,-,N,-,409,-,-
gb|GBGI01000629.1||m.430 gb|GBGI01000629.1||g.430  ,kiwa400,_,2,-,-,-,N,-,107,-,-
gb|GBGI01000630.1||m.431 gb|GBGI01000630.1||g.431  ,kiwa401,_,2,-,-,-,N,-,582,-,-
gb|GBGI01000632.1||m.432 gb|GBGI01000632.1||g.432  ,kiwa402,_,3,hsap1088,mmus1134,scer672,Y,ISCA1,133,Isca1,ISA1
gb|GBGI01000633.1||m.433 gb|GBGI01000633.1||g.433  ,kiwa403,_,3,-,-,-,N,-,220,-,-
gb|GBGI01000634.1||m.434 gb|GBGI01000634.1||g.434  ,kiwa404,_,1,-,-,-,N,-,137,-,-
gb|GBGI01000635.1||m.435 gb|GBGI01000635.1||g.435  ,kiwa405,_,2,hsap803,mmus1389,-,Y,RPL10A,220,Rpl10a,-
gb|GBGI01000636.1||m.437 gb|GBGI01000636.1||g.437  ,kiwa406,_,4,-,-,-,N,-,119,-,-
gb|GBGI01000636.1||m.436 gb|GBGI01000636.1||g.436  ,kiwa407,_,1,-,-,-,N,-,130,-,-
gb|GBGI01000637.1||m.438 gb|GBGI01000637.1||g.438  ,kiwa408,_,1,-,-,-,N,-,130,-,-
gb|GBGI01000637.1||m.439 gb|GBGI01000637.1||g.439  ,kiwa409,_,4,-,-,-,N,-,119,-,-
gb|GBGI01000638.1||m.440 gb|GBGI01000638.1||g.440  ,kiwa410,_,1,-,-,-,N,-,130,-,-
gb|GBGI01000638.1||m.441 gb|GBGI01000638.1||g.441  ,kiwa411,_,4,-,-,-,N,-,119,-,-
gb|GBGI01000639.1||m.442 gb|GBGI01000639.1||g.442  ,kiwa412,_,1,-,-,-,N,-,256,-,-
gb|GBGI01000642.1||m.444 gb|GBGI01000642.1||g.444  ,kiwa413,_,4,-,-,-,N,-,1086,-,-
gb|GBGI01000643.1||m.445 gb|GBGI01000643.1||g.445  ,kiwa414,_,2,hsap1177,mmus859,-,Y,PABPC5,624,Pabpc5,-
gb|GBGI01000647.1||m.446 gb|GBGI01000647.1||g.446  ,kiwa415,_,2,-,-,-,N,-,139,-,-
gb|GBGI01000648.1||m.447 gb|GBGI01000648.1||g.447  ,kiwa416,_,2,-,-,-,N,-,137,-,-
gb|GBGI01000649.1||m.448 gb|GBGI01000649.1||g.448  ,kiwa417,_,1,-,-,-,N,-,219,-,-
gb|GBGI01000650.1||m.449 gb|GBGI01000650.1||g.449  ,kiwa418,S,1,hsap1466,mmus931,-,Y,NT5DC3,534,Nt5dc3,-
gb|GBGI01000651.1||m.450 gb|GBGI01000651.1||g.450  ,kiwa419,_,2,-,-,-,N,-,269,-,-
gb|GBGI01000651.1||m.451 gb|GBGI01000651.1||g.451  ,kiwa420,S,1,-,-,-,N,-,243,-,-
gb|GBGI01000652.1||m.453 gb|GBGI01000652.1||g.453  ,kiwa421,_,2,-,-,-,N,-,140,-,-
gb|GBGI01000652.1||m.452 gb|GBGI01000652.1||g.452  ,kiwa422,_,2,-,-,-,N,-,195,-,-
gb|GBGI01000654.1||m.455 gb|GBGI01000654.1||g.455  ,kiwa423,_,4,-,-,-,N,-,234,-,-
gb|GBGI01000656.1||m.456 gb|GBGI01000656.1||g.456  ,kiwa424,_,5,-,-,-,N,-,115,-,-
gb|GBGI01000657.1||m.457 gb|GBGI01000657.1||g.457  ,kiwa425,_,2,-,-,-,N,-,325,-,-
gb|GBGI01000658.1||m.458 gb|GBGI01000658.1||g.458  ,kiwa426,_,2,-,-,-,N,-,137,-,-
gb|GBGI01000660.1||m.459 gb|GBGI01000660.1||g.459  ,kiwa427,_,2,-,-,-,N,-,180,-,-
gb|GBGI01000661.1||m.461 gb|GBGI01000661.1||g.461  ,kiwa428,_,4,hsap275,mmus46,scer168,Y,HIBCH,413,Hibch,EHD3
gb|GBGI01000663.1||m.462 gb|GBGI01000663.1||g.462  ,kiwa429,_,4,-,-,-,N,-,102,-,-
gb|GBGI01000664.1||m.463 gb|GBGI01000664.1||g.463  ,kiwa430,_,1,-,-,-,N,-,337,-,-
gb|GBGI01000667.1||m.464 gb|GBGI01000667.1||g.464  ,kiwa431,_,3,-,-,-,N,-,207,-,-
gb|GBGI01000669.1||m.465 gb|GBGI01000669.1||g.465  ,kiwa432,_,3,-,-,-,N,-,105,-,-
