transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671187337|gb|GBGH01024262.1||m.36545 gi|671187337|gb|GBGH01024262.1||g.36545  ,phyd180,_,3,-,-,-,N,-,123,-,-
gi|671187338|gb|GBGH01024261.1||m.36544 gi|671187338|gb|GBGH01024261.1||g.36544  ,phyd181,_,5,-,-,-,N,-,111,-,-
gi|671187339|gb|GBGH01024260.1||m.36543 gi|671187339|gb|GBGH01024260.1||g.36543  ,phyd182,_,1,-,-,-,N,-,127,-,-
gi|671187341|gb|GBGH01024258.1||m.36542 gi|671187341|gb|GBGH01024258.1||g.36542  ,phyd183,_,2,-,-,-,N,-,142,-,-
gi|671187342|gb|GBGH01024257.1||m.36541 gi|671187342|gb|GBGH01024257.1||g.36541  ,phyd184,_,2,-,-,-,N,-,138,-,-
gi|671187344|gb|GBGH01024255.1||m.36538 gi|671187344|gb|GBGH01024255.1||g.36538  ,phyd185,_,5,-,-,-,N,-,304,-,-
gi|671187345|gb|GBGH01024254.1||m.36537 gi|671187345|gb|GBGH01024254.1||g.36537  ,phyd186,_,4,-,-,-,N,-,176,-,-
gi|671187348|gb|GBGH01024251.1||m.36535 gi|671187348|gb|GBGH01024251.1||g.36535  ,phyd187,_,2,-,-,-,N,-,320,-,-
gi|671187349|gb|GBGH01024250.1||m.36534 gi|671187349|gb|GBGH01024250.1||g.36534  ,phyd188,M,5,-,-,-,N,-,141,-,-
gi|671187351|gb|GBGH01024248.1||m.36533 gi|671187351|gb|GBGH01024248.1||g.36533  ,phyd189,_,4,-,-,-,N,-,117,-,-
gi|671187353|gb|GBGH01024246.1||m.36531 gi|671187353|gb|GBGH01024246.1||g.36531  ,phyd190,_,1,-,-,-,N,-,162,-,-
gi|671187354|gb|GBGH01024245.1||m.36530 gi|671187354|gb|GBGH01024245.1||g.36530  ,phyd191,_,2,-,-,-,N,-,165,-,-
gi|671187355|gb|GBGH01024244.1||m.36529 gi|671187355|gb|GBGH01024244.1||g.36529  ,phyd192,_,1,-,-,-,N,-,102,-,-
gi|671187356|gb|GBGH01024243.1||m.36528 gi|671187356|gb|GBGH01024243.1||g.36528  ,phyd193,_,2,-,-,-,N,-,126,-,-
gi|671187357|gb|GBGH01024242.1||m.36527 gi|671187357|gb|GBGH01024242.1||g.36527  ,phyd194,_,2,-,-,-,N,-,101,-,-
gi|671187360|gb|GBGH01024239.1||m.36525 gi|671187360|gb|GBGH01024239.1||g.36525  ,phyd195,_,3,-,-,-,N,-,115,-,-
gi|671187361|gb|GBGH01024238.1||m.36524 gi|671187361|gb|GBGH01024238.1||g.36524  ,phyd196,_,1,-,-,-,N,-,117,-,-
gi|671187362|gb|GBGH01024237.1||m.36523 gi|671187362|gb|GBGH01024237.1||g.36523  ,phyd197,_,1,-,-,-,N,-,106,-,-
gi|671187364|gb|GBGH01024235.1||m.36522 gi|671187364|gb|GBGH01024235.1||g.36522  ,phyd198,_,2,-,-,-,N,-,116,-,-
gi|671187366|gb|GBGH01024233.1||m.36521 gi|671187366|gb|GBGH01024233.1||g.36521  ,phyd199,_,3,-,-,-,N,-,251,-,-
gi|671187368|gb|GBGH01024231.1||m.36520 gi|671187368|gb|GBGH01024231.1||g.36520  ,phyd200,_,3,-,-,-,N,-,114,-,-
gi|671187370|gb|GBGH01024229.1||m.36518 gi|671187370|gb|GBGH01024229.1||g.36518  ,phyd201,_,3,-,-,-,N,-,130,-,-
gi|671187371|gb|GBGH01024228.1||m.36517 gi|671187371|gb|GBGH01024228.1||g.36517  ,phyd202,_,1,-,-,-,N,-,107,-,-
gi|671187373|gb|GBGH01024226.1||m.36516 gi|671187373|gb|GBGH01024226.1||g.36516  ,phyd203,_,2,-,-,-,N,-,209,-,-
gi|671187374|gb|GBGH01024225.1||m.36514 gi|671187374|gb|GBGH01024225.1||g.36514  ,phyd204,_,3,-,-,-,N,-,134,-,-
gi|671187375|gb|GBGH01024224.1||m.36513 gi|671187375|gb|GBGH01024224.1||g.36513  ,phyd205,_,2,-,-,-,N,-,133,-,-
gi|671187376|gb|GBGH01024223.1||m.36512 gi|671187376|gb|GBGH01024223.1||g.36512  ,phyd206,_,2,-,-,-,N,-,127,-,-
gi|671187377|gb|GBGH01024222.1||m.36511 gi|671187377|gb|GBGH01024222.1||g.36511  ,phyd207,_,3,-,-,-,N,-,191,-,-
gi|671187378|gb|GBGH01024221.1||m.36509 gi|671187378|gb|GBGH01024221.1||g.36509  ,phyd208,_,2,-,-,-,N,-,175,-,-
gi|671187380|gb|GBGH01024219.1||m.36506 gi|671187380|gb|GBGH01024219.1||g.36506  ,phyd209,S,5,-,-,-,N,-,136,-,-
gi|671187381|gb|GBGH01024218.1||m.36505 gi|671187381|gb|GBGH01024218.1||g.36505  ,phyd210,_,5,-,-,-,N,-,178,-,-
gi|671187382|gb|GBGH01024217.1||m.36504 gi|671187382|gb|GBGH01024217.1||g.36504  ,phyd211,_,5,-,-,-,N,-,179,-,-
gi|671187383|gb|GBGH01024216.1||m.36503 gi|671187383|gb|GBGH01024216.1||g.36503  ,phyd212,_,2,-,-,-,N,-,112,-,-
gi|671187386|gb|GBGH01024213.1||m.36501 gi|671187386|gb|GBGH01024213.1||g.36501  ,phyd213,_,4,-,-,-,N,-,104,-,-
gi|671187387|gb|GBGH01024212.1||m.36500 gi|671187387|gb|GBGH01024212.1||g.36500  ,phyd214,_,3,-,-,-,N,-,112,-,-
gi|671187388|gb|GBGH01024211.1||m.36499 gi|671187388|gb|GBGH01024211.1||g.36499  ,phyd215,S,4,-,-,-,N,-,100,-,-
gi|671187389|gb|GBGH01024210.1||m.36498 gi|671187389|gb|GBGH01024210.1||g.36498  ,phyd216,_,3,-,-,-,N,-,206,-,-
gi|671187390|gb|GBGH01024209.1||m.36497 gi|671187390|gb|GBGH01024209.1||g.36497  ,phyd217,_,2,-,-,-,N,-,114,-,-
gi|671187392|gb|GBGH01024207.1||m.36495 gi|671187392|gb|GBGH01024207.1||g.36495  ,phyd218,_,3,-,-,-,N,-,161,-,-
gi|671187393|gb|GBGH01024206.1||m.36494 gi|671187393|gb|GBGH01024206.1||g.36494  ,phyd219,_,2,-,-,-,N,-,158,-,-
gi|671187394|gb|GBGH01024205.1||m.36493 gi|671187394|gb|GBGH01024205.1||g.36493  ,phyd220,_,2,-,-,-,N,-,192,-,-
gi|671187395|gb|GBGH01024204.1||m.36492 gi|671187395|gb|GBGH01024204.1||g.36492  ,phyd221,_,4,-,-,-,N,-,112,-,-
gi|671187396|gb|GBGH01024203.1||m.36490 gi|671187396|gb|GBGH01024203.1||g.36490  ,phyd222,S,1,-,-,-,N,-,104,-,-
gi|671187397|gb|GBGH01024202.1||m.36489 gi|671187397|gb|GBGH01024202.1||g.36489  ,phyd223,_,2,-,-,-,N,-,120,-,-
gi|671187399|gb|GBGH01024200.1||m.36487 gi|671187399|gb|GBGH01024200.1||g.36487  ,phyd224,_,4,-,-,-,N,-,300,-,-
gi|671187400|gb|GBGH01024199.1||m.36486 gi|671187400|gb|GBGH01024199.1||g.36486  ,phyd225,_,2,-,-,-,N,-,132,-,-
gi|671187403|gb|GBGH01024196.1||m.36485 gi|671187403|gb|GBGH01024196.1||g.36485  ,phyd226,_,1,-,-,-,N,-,226,-,-
gi|671187404|gb|GBGH01024195.1||m.36484 gi|671187404|gb|GBGH01024195.1||g.36484  ,phyd227,_,5,-,-,-,N,-,140,-,-
gi|671187405|gb|GBGH01024194.1||m.36483 gi|671187405|gb|GBGH01024194.1||g.36483  ,phyd228,_,3,-,-,-,N,-,187,-,-
gi|671187406|gb|GBGH01024193.1||m.36482 gi|671187406|gb|GBGH01024193.1||g.36482  ,phyd229,_,2,-,-,-,N,-,114,-,-
gi|671187411|gb|GBGH01024188.1||m.36481 gi|671187411|gb|GBGH01024188.1||g.36481  ,phyd230,_,1,-,-,-,N,-,161,-,-
gi|671187412|gb|GBGH01024187.1||m.36480 gi|671187412|gb|GBGH01024187.1||g.36480  ,phyd231,_,2,-,-,-,N,-,106,-,-
gi|671187413|gb|GBGH01024186.1||m.36479 gi|671187413|gb|GBGH01024186.1||g.36479  ,phyd232,M,4,-,-,scer397,Y,-,116,-,SHY1
gi|671187414|gb|GBGH01024185.1||m.36478 gi|671187414|gb|GBGH01024185.1||g.36478  ,phyd233,_,2,-,-,-,N,-,158,-,-
gi|671187415|gb|GBGH01024184.1||m.36477 gi|671187415|gb|GBGH01024184.1||g.36477  ,phyd234,_,3,-,-,-,N,-,316,-,-
gi|671187416|gb|GBGH01024183.1||m.36476 gi|671187416|gb|GBGH01024183.1||g.36476  ,phyd235,_,2,hsap1083,mmus330,-,Y,SLC25A51,102,Slc25a51,-
gi|671187418|gb|GBGH01024181.1||m.36474 gi|671187418|gb|GBGH01024181.1||g.36474  ,phyd236,S,3,-,-,-,N,-,294,-,-
gi|671187419|gb|GBGH01024180.1||m.36473 gi|671187419|gb|GBGH01024180.1||g.36473  ,phyd237,_,2,-,-,-,N,-,107,-,-
gi|671187420|gb|GBGH01024179.1||m.36472 gi|671187420|gb|GBGH01024179.1||g.36472  ,phyd238,_,4,-,-,-,N,-,127,-,-
gi|671187421|gb|GBGH01024178.1||m.36471 gi|671187421|gb|GBGH01024178.1||g.36471  ,phyd239,M,5,-,-,-,N,-,104,-,-
gi|671187422|gb|GBGH01024177.1||m.36469 gi|671187422|gb|GBGH01024177.1||g.36469  ,phyd240,_,4,-,-,-,N,-,128,-,-
gi|671187423|gb|GBGH01024176.1||m.36467 gi|671187423|gb|GBGH01024176.1||g.36467  ,phyd241,_,2,-,-,-,N,-,188,-,-
gi|671187424|gb|GBGH01024175.1||m.36466 gi|671187424|gb|GBGH01024175.1||g.36466  ,phyd242,S,5,-,-,-,N,-,186,-,-
gi|671187425|gb|GBGH01024174.1||m.36465 gi|671187425|gb|GBGH01024174.1||g.36465  ,phyd243,_,2,-,-,-,N,-,104,-,-
gi|671187427|gb|GBGH01024172.1||m.36463 gi|671187427|gb|GBGH01024172.1||g.36463  ,phyd244,_,2,-,-,-,N,-,101,-,-
gi|671187429|gb|GBGH01024170.1||m.36461 gi|671187429|gb|GBGH01024170.1||g.36461  ,phyd245,_,5,-,-,-,N,-,184,-,-
gi|671187430|gb|GBGH01024169.1||m.36458 gi|671187430|gb|GBGH01024169.1||g.36458  ,phyd246,M,5,-,-,-,N,-,238,-,-
gi|671187432|gb|GBGH01024167.1||m.36455 gi|671187432|gb|GBGH01024167.1||g.36455  ,phyd247,_,1,-,-,-,N,-,138,-,-
gi|671187433|gb|GBGH01024166.1||m.36453 gi|671187433|gb|GBGH01024166.1||g.36453  ,phyd248,_,2,-,-,-,N,-,143,-,-
gi|671187434|gb|GBGH01024165.1||m.36452 gi|671187434|gb|GBGH01024165.1||g.36452  ,phyd249,M,2,-,-,-,Y,-,109,-,-
gi|671187435|gb|GBGH01024164.1||m.36451 gi|671187435|gb|GBGH01024164.1||g.36451  ,phyd250,_,4,-,-,-,N,-,159,-,-
gi|671187436|gb|GBGH01024163.1||m.36450 gi|671187436|gb|GBGH01024163.1||g.36450  ,phyd251,_,5,-,-,-,N,-,140,-,-
gi|671187440|gb|GBGH01024159.1||m.36449 gi|671187440|gb|GBGH01024159.1||g.36449  ,phyd252,S,5,-,-,-,N,-,104,-,-
gi|671187441|gb|GBGH01024158.1||m.36448 gi|671187441|gb|GBGH01024158.1||g.36448  ,phyd253,S,3,-,-,-,N,-,161,-,-
gi|671187442|gb|GBGH01024157.1||m.36445 gi|671187442|gb|GBGH01024157.1||g.36445  ,phyd254,_,4,-,-,-,N,-,222,-,-
gi|671187443|gb|GBGH01024156.1||m.36444 gi|671187443|gb|GBGH01024156.1||g.36444  ,phyd255,M,5,-,-,-,N,-,101,-,-
gi|671187444|gb|GBGH01024155.1||m.36443 gi|671187444|gb|GBGH01024155.1||g.36443  ,phyd256,_,4,-,-,-,N,-,111,-,-
gi|671187445|gb|GBGH01024154.1||m.36442 gi|671187445|gb|GBGH01024154.1||g.36442  ,phyd257,M,5,-,-,-,N,-,145,-,-
gi|671187446|gb|GBGH01024153.1||m.36440 gi|671187446|gb|GBGH01024153.1||g.36440  ,phyd258,_,4,-,-,-,N,-,118,-,-
gi|671187447|gb|GBGH01024152.1||m.36439 gi|671187447|gb|GBGH01024152.1||g.36439  ,phyd259,_,3,-,-,-,N,-,124,-,-
gi|671187448|gb|GBGH01024151.1||m.36437 gi|671187448|gb|GBGH01024151.1||g.36437  ,phyd260,M,5,-,-,-,N,-,271,-,-
gi|671187449|gb|GBGH01024150.1||m.36436 gi|671187449|gb|GBGH01024150.1||g.36436  ,phyd261,_,3,-,-,-,N,-,101,-,-
gi|671187450|gb|GBGH01024149.1||m.36435 gi|671187450|gb|GBGH01024149.1||g.36435  ,phyd262,_,3,-,-,-,N,-,168,-,-
gi|671187453|gb|GBGH01024146.1||m.36434 gi|671187453|gb|GBGH01024146.1||g.36434  ,phyd263,S,5,-,-,-,N,-,145,-,-
gi|671187454|gb|GBGH01024145.1||m.36432 gi|671187454|gb|GBGH01024145.1||g.36432  ,phyd264,_,1,-,-,-,N,-,199,-,-
gi|671187456|gb|GBGH01024143.1||m.36431 gi|671187456|gb|GBGH01024143.1||g.36431  ,phyd265,M,5,-,-,-,N,-,104,-,-
gi|671187457|gb|GBGH01024142.1||m.36430 gi|671187457|gb|GBGH01024142.1||g.36430  ,phyd266,_,5,-,-,-,N,-,113,-,-
gi|671187459|gb|GBGH01024140.1||m.36429 gi|671187459|gb|GBGH01024140.1||g.36429  ,phyd267,S,5,-,-,-,N,-,230,-,-
gi|671187461|gb|GBGH01024138.1||m.36428 gi|671187461|gb|GBGH01024138.1||g.36428  ,phyd268,_,2,-,-,-,N,-,165,-,-
gi|671187462|gb|GBGH01024137.1||m.36427 gi|671187462|gb|GBGH01024137.1||g.36427  ,phyd269,_,3,-,-,-,N,-,107,-,-
gi|671187465|gb|GBGH01024134.1||m.36424 gi|671187465|gb|GBGH01024134.1||g.36424  ,phyd270,_,3,-,-,-,N,-,211,-,-
gi|671187466|gb|GBGH01024133.1||m.36422 gi|671187466|gb|GBGH01024133.1||g.36422  ,phyd271,_,2,-,-,-,N,-,142,-,-
gi|671187467|gb|GBGH01024132.1||m.36421 gi|671187467|gb|GBGH01024132.1||g.36421  ,phyd272,_,4,-,-,-,N,-,136,-,-
gi|671187468|gb|GBGH01024131.1||m.36419 gi|671187468|gb|GBGH01024131.1||g.36419  ,phyd273,_,5,-,-,-,N,-,197,-,-
gi|671187469|gb|GBGH01024130.1||m.36418 gi|671187469|gb|GBGH01024130.1||g.36418  ,phyd274,_,3,-,-,-,N,-,176,-,-
gi|671187470|gb|GBGH01024129.1||m.36417 gi|671187470|gb|GBGH01024129.1||g.36417  ,phyd275,_,2,-,-,-,N,-,156,-,-
gi|671187471|gb|GBGH01024128.1||m.36416 gi|671187471|gb|GBGH01024128.1||g.36416  ,phyd276,M,4,-,-,-,N,-,170,-,-
gi|671187473|gb|GBGH01024126.1||m.36415 gi|671187473|gb|GBGH01024126.1||g.36415  ,phyd277,S,2,-,-,-,N,-,102,-,-
gi|671187474|gb|GBGH01024125.1||m.36414 gi|671187474|gb|GBGH01024125.1||g.36414  ,phyd278,S,1,-,-,-,N,-,228,-,-
gi|671187475|gb|GBGH01024124.1||m.36413 gi|671187475|gb|GBGH01024124.1||g.36413  ,phyd279,_,2,-,-,-,N,-,134,-,-
gi|671187476|gb|GBGH01024123.1||m.36412 gi|671187476|gb|GBGH01024123.1||g.36412  ,phyd280,_,3,-,-,-,N,-,123,-,-
gi|671187477|gb|GBGH01024122.1||m.36411 gi|671187477|gb|GBGH01024122.1||g.36411  ,phyd281,_,1,-,-,-,N,-,174,-,-
gi|671187478|gb|GBGH01024121.1||m.36410 gi|671187478|gb|GBGH01024121.1||g.36410  ,phyd282,_,2,-,-,-,N,-,116,-,-
gi|671187479|gb|GBGH01024120.1||m.36409 gi|671187479|gb|GBGH01024120.1||g.36409  ,phyd283,_,2,-,-,-,N,-,202,-,-
gi|671187481|gb|GBGH01024118.1||m.36407 gi|671187481|gb|GBGH01024118.1||g.36407  ,phyd284,M,3,-,-,-,Y,-,138,-,-
gi|671187482|gb|GBGH01024117.1||m.36406 gi|671187482|gb|GBGH01024117.1||g.36406  ,phyd285,_,2,-,-,-,N,-,197,-,-
gi|671187483|gb|GBGH01024116.1||m.36404 gi|671187483|gb|GBGH01024116.1||g.36404  ,phyd286,_,3,hsap846,-,-,Y,SUGCT,161,-,-
gi|671187485|gb|GBGH01024114.1||m.36403 gi|671187485|gb|GBGH01024114.1||g.36403  ,phyd287,_,3,hsap1890,-,-,Y,WDR81,134,-,-
gi|671187487|gb|GBGH01024112.1||m.36402 gi|671187487|gb|GBGH01024112.1||g.36402  ,phyd288,_,5,-,-,-,N,-,164,-,-
gi|671187489|gb|GBGH01024110.1||m.36401 gi|671187489|gb|GBGH01024110.1||g.36401  ,phyd289,_,4,-,-,-,N,-,172,-,-
gi|671187490|gb|GBGH01024109.1||m.36400 gi|671187490|gb|GBGH01024109.1||g.36400  ,phyd290,M,5,-,-,-,N,-,102,-,-
gi|671187491|gb|GBGH01024108.1||m.36399 gi|671187491|gb|GBGH01024108.1||g.36399  ,phyd291,_,4,-,-,-,N,-,121,-,-
gi|671187492|gb|GBGH01024107.1||m.36398 gi|671187492|gb|GBGH01024107.1||g.36398  ,phyd292,_,5,-,-,-,N,-,162,-,-
gi|671187493|gb|GBGH01024106.1||m.36397 gi|671187493|gb|GBGH01024106.1||g.36397  ,phyd293,_,2,-,-,-,N,-,129,-,-
gi|671187494|gb|GBGH01024105.1||m.36395 gi|671187494|gb|GBGH01024105.1||g.36395  ,phyd294,S,5,-,-,-,N,-,167,-,-
gi|671187495|gb|GBGH01024104.1||m.36394 gi|671187495|gb|GBGH01024104.1||g.36394  ,phyd295,S,1,-,-,-,N,-,113,-,-
gi|671187496|gb|GBGH01024103.1||m.36393 gi|671187496|gb|GBGH01024103.1||g.36393  ,phyd296,S,2,-,-,-,N,-,118,-,-
gi|671187497|gb|GBGH01024102.1||m.36391 gi|671187497|gb|GBGH01024102.1||g.36391  ,phyd297,_,4,-,-,-,N,-,120,-,-
gi|671187498|gb|GBGH01024101.1||m.36390 gi|671187498|gb|GBGH01024101.1||g.36390  ,phyd298,_,4,-,-,-,N,-,214,-,-
gi|671187499|gb|GBGH01024100.1||m.36389 gi|671187499|gb|GBGH01024100.1||g.36389  ,phyd299,S,1,-,-,-,N,-,129,-,-
gi|671187500|gb|GBGH01024099.1||m.36387 gi|671187500|gb|GBGH01024099.1||g.36387  ,phyd300,_,2,-,-,-,N,-,146,-,-
gi|671187501|gb|GBGH01024098.1||m.36386 gi|671187501|gb|GBGH01024098.1||g.36386  ,phyd301,M,3,-,-,-,Y,-,129,-,-
gi|671187502|gb|GBGH01024097.1||m.36385 gi|671187502|gb|GBGH01024097.1||g.36385  ,phyd302,_,1,-,-,-,N,-,100,-,-
gi|671187506|gb|GBGH01024093.1||m.36384 gi|671187506|gb|GBGH01024093.1||g.36384  ,phyd303,_,5,-,-,-,N,-,200,-,-
gi|671187507|gb|GBGH01024092.1||m.36383 gi|671187507|gb|GBGH01024092.1||g.36383  ,phyd304,M,5,-,-,-,N,-,119,-,-
gi|671187508|gb|GBGH01024091.1||m.36382 gi|671187508|gb|GBGH01024091.1||g.36382  ,phyd305,_,3,-,-,-,N,-,149,-,-
gi|671187509|gb|GBGH01024090.1||m.36381 gi|671187509|gb|GBGH01024090.1||g.36381  ,phyd306,_,3,-,-,-,N,-,119,-,-
gi|671187510|gb|GBGH01024089.1||m.36379 gi|671187510|gb|GBGH01024089.1||g.36379  ,phyd307,S,1,-,-,-,N,-,198,-,-
gi|671187512|gb|GBGH01024087.1||m.36378 gi|671187512|gb|GBGH01024087.1||g.36378  ,phyd308,_,2,-,-,-,N,-,226,-,-
gi|671187514|gb|GBGH01024085.1||m.36377 gi|671187514|gb|GBGH01024085.1||g.36377  ,phyd309,_,1,-,-,-,N,-,207,-,-
gi|671187515|gb|GBGH01024084.1||m.36375 gi|671187515|gb|GBGH01024084.1||g.36375  ,phyd310,_,2,-,-,-,N,-,111,-,-
gi|671187516|gb|GBGH01024083.1||m.36374 gi|671187516|gb|GBGH01024083.1||g.36374  ,phyd311,_,2,-,mmus564,-,Y,-,208,Ankrd26,-
gi|671187517|gb|GBGH01024082.1||m.36371 gi|671187517|gb|GBGH01024082.1||g.36371  ,phyd312,S,3,-,-,-,N,-,125,-,-
gi|671187518|gb|GBGH01024081.1||m.36369 gi|671187518|gb|GBGH01024081.1||g.36369  ,phyd313,_,3,-,-,scer796,Y,-,198,-,CTF18
gi|671187519|gb|GBGH01024080.1||m.36366 gi|671187519|gb|GBGH01024080.1||g.36366  ,phyd314,S,5,-,-,-,N,-,135,-,-
gi|671187520|gb|GBGH01024079.1||m.36365 gi|671187520|gb|GBGH01024079.1||g.36365  ,phyd315,_,3,hsap1376,mmus1481,-,Y,MRPL11,150,Mrpl11,-
gi|671187521|gb|GBGH01024078.1||m.36364 gi|671187521|gb|GBGH01024078.1||g.36364  ,phyd316,M,5,-,-,-,N,-,179,-,-
gi|671187523|gb|GBGH01024076.1||m.36362 gi|671187523|gb|GBGH01024076.1||g.36362  ,phyd317,_,1,-,-,-,N,-,122,-,-
gi|671187524|gb|GBGH01024075.1||m.36361 gi|671187524|gb|GBGH01024075.1||g.36361  ,phyd318,_,3,-,-,-,N,-,121,-,-
gi|671187525|gb|GBGH01024074.1||m.36360 gi|671187525|gb|GBGH01024074.1||g.36360  ,phyd319,M,5,-,-,-,N,-,196,-,-
gi|671187527|gb|GBGH01024072.1||m.36358 gi|671187527|gb|GBGH01024072.1||g.36358  ,phyd320,_,2,-,-,-,N,-,154,-,-
gi|671187528|gb|GBGH01024071.1||m.36357 gi|671187528|gb|GBGH01024071.1||g.36357  ,phyd321,_,1,-,-,-,N,-,236,-,-
gi|671187529|gb|GBGH01024070.1||m.36356 gi|671187529|gb|GBGH01024070.1||g.36356  ,phyd322,_,2,-,-,-,N,-,101,-,-
gi|671187530|gb|GBGH01024069.1||m.36355 gi|671187530|gb|GBGH01024069.1||g.36355  ,phyd323,M,5,-,-,-,N,-,131,-,-
gi|671187531|gb|GBGH01024068.1||m.36354 gi|671187531|gb|GBGH01024068.1||g.36354  ,phyd324,_,2,-,-,-,N,-,128,-,-
gi|671187532|gb|GBGH01024067.1||m.36353 gi|671187532|gb|GBGH01024067.1||g.36353  ,phyd325,_,2,-,-,-,N,-,209,-,-
gi|671187533|gb|GBGH01024066.1||m.36352 gi|671187533|gb|GBGH01024066.1||g.36352  ,phyd326,_,5,-,-,-,N,-,108,-,-
gi|671187535|gb|GBGH01024064.1||m.36349 gi|671187535|gb|GBGH01024064.1||g.36349  ,phyd327,_,2,-,-,-,N,-,203,-,-
gi|671187536|gb|GBGH01024063.1||m.36348 gi|671187536|gb|GBGH01024063.1||g.36348  ,phyd328,_,5,-,-,-,N,-,105,-,-
gi|671187537|gb|GBGH01024062.1||m.36347 gi|671187537|gb|GBGH01024062.1||g.36347  ,phyd329,_,2,-,-,-,N,-,205,-,-
gi|671187538|gb|GBGH01024061.1||m.36346 gi|671187538|gb|GBGH01024061.1||g.36346  ,phyd330,_,2,-,-,-,N,-,215,-,-
gi|671187539|gb|GBGH01024060.1||m.36345 gi|671187539|gb|GBGH01024060.1||g.36345  ,phyd331,_,5,-,-,-,N,-,118,-,-
gi|671187540|gb|GBGH01024059.1||m.36344 gi|671187540|gb|GBGH01024059.1||g.36344  ,phyd332,M,4,-,-,-,N,-,202,-,-
gi|671187541|gb|GBGH01024058.1||m.36343 gi|671187541|gb|GBGH01024058.1||g.36343  ,phyd333,_,4,-,-,-,N,-,101,-,-
gi|671187543|gb|GBGH01024056.1||m.36341 gi|671187543|gb|GBGH01024056.1||g.36341  ,phyd334,S,4,-,-,-,N,-,225,-,-
gi|671187544|gb|GBGH01024055.1||m.36340 gi|671187544|gb|GBGH01024055.1||g.36340  ,phyd335,M,4,-,-,-,N,-,133,-,-
gi|671187545|gb|GBGH01024054.1||m.36339 gi|671187545|gb|GBGH01024054.1||g.36339  ,phyd336,_,3,-,-,-,N,-,179,-,-
gi|671187546|gb|GBGH01024053.1||m.36338 gi|671187546|gb|GBGH01024053.1||g.36338  ,phyd337,_,2,-,-,-,N,-,122,-,-
gi|671187548|gb|GBGH01024051.1||m.36335 gi|671187548|gb|GBGH01024051.1||g.36335  ,phyd338,_,4,-,-,-,N,-,276,-,-
gi|671187549|gb|GBGH01024050.1||m.36333 gi|671187549|gb|GBGH01024050.1||g.36333  ,phyd339,_,2,-,-,-,N,-,204,-,-
gi|671187550|gb|GBGH01024049.1||m.36332 gi|671187550|gb|GBGH01024049.1||g.36332  ,phyd340,_,2,-,-,-,N,-,105,-,-
gi|671187551|gb|GBGH01024048.1||m.36329 gi|671187551|gb|GBGH01024048.1||g.36329  ,phyd341,_,1,-,-,-,N,-,204,-,-
gi|671187552|gb|GBGH01024047.1||m.36328 gi|671187552|gb|GBGH01024047.1||g.36328  ,phyd342,M,4,-,-,-,N,-,153,-,-
gi|671187553|gb|GBGH01024046.1||m.36326 gi|671187553|gb|GBGH01024046.1||g.36326  ,phyd343,_,2,-,-,-,N,-,120,-,-
gi|671187554|gb|GBGH01024045.1||m.36325 gi|671187554|gb|GBGH01024045.1||g.36325  ,phyd344,_,3,-,-,-,N,-,200,-,-
gi|671187556|gb|GBGH01024043.1||m.36324 gi|671187556|gb|GBGH01024043.1||g.36324  ,phyd345,S,4,-,-,-,N,-,100,-,-
gi|671187557|gb|GBGH01024042.1||m.36323 gi|671187557|gb|GBGH01024042.1||g.36323  ,phyd346,_,3,-,-,-,N,-,239,-,-
gi|671187558|gb|GBGH01024041.1||m.36322 gi|671187558|gb|GBGH01024041.1||g.36322  ,phyd347,_,2,-,-,-,N,-,136,-,-
gi|671187559|gb|GBGH01024040.1||m.36321 gi|671187559|gb|GBGH01024040.1||g.36321  ,phyd348,_,3,-,-,-,N,-,116,-,-
gi|671187561|gb|GBGH01024038.1||m.36320 gi|671187561|gb|GBGH01024038.1||g.36320  ,phyd349,M,5,-,-,-,N,-,110,-,-
gi|671187563|gb|GBGH01024036.1||m.36318 gi|671187563|gb|GBGH01024036.1||g.36318  ,phyd350,_,2,-,-,-,N,-,138,-,-
gi|671187565|gb|GBGH01024034.1||m.36317 gi|671187565|gb|GBGH01024034.1||g.36317  ,phyd351,_,1,-,-,-,N,-,209,-,-
gi|671187566|gb|GBGH01024033.1||m.36315 gi|671187566|gb|GBGH01024033.1||g.36315  ,phyd352,_,2,-,-,-,N,-,150,-,-
gi|671187568|gb|GBGH01024031.1||m.36313 gi|671187568|gb|GBGH01024031.1||g.36313  ,phyd353,S,2,-,-,-,N,-,327,-,-
gi|671187569|gb|GBGH01024030.1||m.36312 gi|671187569|gb|GBGH01024030.1||g.36312  ,phyd354,_,1,-,-,-,N,-,157,-,-
gi|671187571|gb|GBGH01024028.1||m.36309 gi|671187571|gb|GBGH01024028.1||g.36309  ,phyd355,_,1,-,-,-,N,-,232,-,-
gi|671187572|gb|GBGH01024027.1||m.36308 gi|671187572|gb|GBGH01024027.1||g.36308  ,phyd356,S,3,-,-,-,N,-,171,-,-
gi|671187574|gb|GBGH01024025.1||m.36307 gi|671187574|gb|GBGH01024025.1||g.36307  ,phyd357,_,1,-,-,-,N,-,139,-,-
gi|671187575|gb|GBGH01024024.1||m.36305 gi|671187575|gb|GBGH01024024.1||g.36305  ,phyd358,_,3,-,-,-,N,-,155,-,-
