transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
sctid100713,scil421,_ , 3, -, -, -,  N,-,173,-,-
sctid100714,scil422,M , 5, -, -, -,  N,-,189,-,-
sctid100715,scil423,M , 1, -, -, -,  Y,-,162,-,-
sctid100716,scil424,_ , 1, -, -, -,  N,-,282,-,-
sctid10071,scil425,_ , 2, -, -, -,  N,-,1898,-,-
sctid100720,scil426,_ , 3, -, -, -,  N,-,266,-,-
sctid100721,scil427,_ , 4, -, -, -,  N,-,282,-,-
sctid100723,scil428,_ , 5, -, -, -,  N,-,282,-,-
sctid100726,scil429,_ , 4, -, -, -,  N,-,102,-,-
sctid100727,scil430,S , 2, -, -, -,  N,-,112,-,-
sctid100727,scil431,M , 3, -, -, -,  Y,-,249,-,-
sctid100728,scil432,S , 2, -, -, -,  N,-,113,-,-
sctid100730,scil433,_ , 2, -, -, -,  N,-,152,-,-
sctid100732,scil434,_ , 2, -, -, -,  N,-,275,-,-
sctid100733,scil435,_ , 1, -, -, -,  N,-,248,-,-
sctid100735,scil436,_ , 1, -, -, -,  N,-,163,-,-
sctid100736,scil437,_ , 2, -, -, -,  N,-,191,-,-
sctid100737,scil438,M , 4, -, -, -,  N,-,255,-,-
sctid100739,scil439,_ , 1, -, -, -,  N,-,110,-,-
sctid100740,scil440,_ , 1, -, -, -,  N,-,189,-,-
sctid100741,scil441,M , 5, -, -, -,  N,-,282,-,-
sctid100742,scil442,M , 5, -, -, -,  N,-,322,-,-
sctid100742,scil443,_ , 1, -, -, -,  N,-,557,-,-
sctid100746,scil444,_ , 2, -, -, -,  N,-,282,-,-
sctid100748,scil445,_ , 2, -, -, -,  N,-,242,-,-
sctid100749,scil446,_ , 5, -, -, -,  N,-,116,-,-
sctid100752,scil447,M , 3, -, -, -,  Y,-,188,-,-
sctid100753,scil448,_ , 5, -, -, -,  N,-,141,-,-
sctid100754,scil449,_ , 2, -, -, -,  N,-,282,-,-
sctid100757,scil450,M , 4, -, -, -,  N,-,152,-,-
sctid100758,scil451,_ , 3, -, -, -,  N,-,219,-,-
sctid100759,scil452,S , 5, -, -, -,  N,-,347,-,-
sctid10075,scil453,_ , 2, -, -, -,  N,-,1898,-,-
sctid100761,scil454,_ , 1, -, -, -,  N,-,231,-,-
sctid100763,scil455,_ , 1, -, -, -,  N,-,198,-,-
sctid100765,scil456,S , 5, -, -, -,  N,-,106,-,-
sctid100766,scil457,_ , 1, -, -, -,  N,-,282,-,-
sctid100768,scil458,_ , 1, -, -, -,  N,-,193,-,-
sctid100769,scil459,_ , 2, -, -, -,  N,-,282,-,-
sctid100775,scil460,_ , 2, -, -, -,  N,-,281,-,-
sctid100776,scil461,_ , 2, -, -, -,  N,-,282,-,-
sctid100777,scil462,M , 5, -, -, -,  N,-,222,-,-
sctid100778,scil463,_ , 1, -, -, -,  N,-,281,-,-
sctid100782,scil464,S , 2, -, -, -,  N,-,403,-,-
sctid100784,scil465,S , 1, -, -, -,  N,-,119,-,-
sctid100786,scil466,S , 3, -, -, -,  N,-,170,-,-
sctid100787,scil467,_ , 4, -, -, -,  N,-,181,-,-
sctid100789,scil468,_ , 2, -, -, -,  N,-,178,-,-
sctid100790,scil469,_ , 2, -, -, -,  N,-,279,-,-
sctid100791,scil470,_ , 3, -, -, -,  N,-,281,-,-
sctid100792,scil471,_ , 2, -, -, -,  N,-,169,-,-
sctid100794,scil472,_ , 2, -, -, -,  N,-,281,-,-
sctid100795,scil473,_ , 2, -, -, -,  N,-,281,-,-
sctid100797,scil474,M , 4, -, -, -,  N,-,123,-,-
sctid10079,scil475,_ , 1, -, -, -,  N,-,1598,-,-
sctid100800,scil476,M , 2, -, -, -,  Y,-,188,-,-
sctid100802,scil477,_ , 3, -, -, -,  N,-,155,-,-
sctid100804,scil478,_ , 2, -, -, -,  N,-,206,-,-
sctid100805,scil479,S , 4, -, -, -,  N,-,280,-,-
sctid100809,scil480,_ , 5, -, -, -,  N,-,232,-,-
sctid100811,scil481,_ , 2, -, -, -,  N,-,281,-,-
sctid100812,scil482,_ , 3, -, -, -,  N,-,281,-,-
sctid100815,scil483,M , 4, -, -, -,  N,-,199,-,-
sctid100816,scil484,M , 4, -, -, -,  N,-,117,-,-
sctid100817,scil485,M , 5, -, -, -,  N,-,243,-,-
sctid100819,scil486,_ , 4, -, -, -,  N,-,281,-,-
sctid100821,scil487,M , 4, -, -, -,  N,-,214,-,-
sctid100822,scil488,_ , 1, -, -, -,  N,-,280,-,-
sctid100824,scil489,_ , 3, -, -, -,  N,-,135,-,-
sctid100825,scil490,M , 4, -, -, -,  N,-,101,-,-
sctid100826,scil491,_ , 1, -, -, -,  N,-,280,-,-
sctid100828,scil492,S , 4, -, -, -,  N,-,281,-,-
sctid100829,scil493,S , 4, -, -, -,  N,-,281,-,-
sctid100830,scil494,S , 2, -, -, -,  N,-,213,-,-
sctid100831,scil495,_ , 2, -, -, -,  N,-,236,-,-
sctid100832,scil496,S , 2, -, -, -,  N,-,217,-,-
sctid100833,scil497,S , 1, -, -, -,  N,-,224,-,-
sctid100835,scil498,_ , 5, -, -, -,  N,-,181,-,-
sctid100836,scil499,_ , 3, -, -, -,  N,-,281,-,-
sctid100837,scil500,M , 5, -, -, -,  N,-,469,-,-
sctid100841,scil501,_ , 5, -, -, -,  N,-,281,-,-
sctid100845,scil502,_ , 3, -, -, -,  N,-,129,-,-
sctid100846,scil503,_ , 5, -, -, -,  N,-,177,-,-
sctid100847,scil504,_ , 5, -, -, -,  N,-,274,-,-
sctid100848,scil505,_ , 1, -, -, -,  N,-,280,-,-
sctid10084,scil506,_ , 2, -, -, -,  N,-,1504,-,-
sctid100850,scil507,_ , 3, -, -, -,  N,-,161,-,-
sctid100851,scil508,_ , 2, -, -, -,  N,-,215,-,-
sctid100852,scil509,_ , 2, -, -, -,  N,-,280,-,-
sctid100853,scil510,M , 3, -, -, -,  Y,-,102,-,-
sctid100854,scil511,_ , 3, -, -, -,  N,-,281,-,-
sctid100857,scil512,_ , 4, -, -, -,  N,-,182,-,-
sctid100858,scil513,_ , 1, -, -, -,  N,-,280,-,-
sctid100863,scil514,_ , 1, -, -, -,  N,-,115,-,-
sctid100864,scil515,M , 4, -, -, -,  N,-,118,-,-
sctid100865,scil516,_ , 2, -, -, -,  N,-,229,-,-
sctid100866,scil517,_ , 2, -, -, -,  N,-,462,-,-
sctid100868,scil518,S , 3, -, -, -,  N,-,112,-,-
sctid100869,scil519,M , 4, -, -, -,  N,-,256,-,-
sctid100872,scil520,_ , 2, -, -, -,  N,-,281,-,-
sctid100874,scil521,_ , 1, -, -, -,  N,-,280,-,-
sctid100877,scil522,_ , 1, -, -, -,  N,-,280,-,-
sctid100879,scil523,_ , 1, -, -, -,  N,-,112,-,-
sctid100880,scil524,S , 1, -, -, -,  N,-,605,-,-
sctid100882,scil525,_ , 3, -, -, -,  N,-,280,-,-
sctid100883,scil526,M , 3, hsap2249, -, -,  Y,CHCHD10,153,-,-
sctid100884,scil527,_ , 5, -, -, -,  N,-,146,-,-
sctid100885,scil528,S , 4, -, -, -,  N,-,280,-,-
sctid100887,scil529,_ , 4, -, -, -,  N,-,280,-,-
sctid100890,scil530,M , 3, -, -, -,  Y,-,188,-,-
sctid100891,scil531,_ , 2, -, -, -,  N,-,183,-,-
sctid100896,scil532,_ , 3, -, -, -,  N,-,105,-,-
sctid100898,scil533,_ , 5, -, -, -,  N,-,280,-,-
sctid100898,scil534,_ , 5, -, -, -,  N,-,124,-,-
sctid100899,scil535,_ , 5, -, -, -,  N,-,125,-,-
sctid100900,scil536,_ , 1, -, -, -,  N,-,174,-,-
sctid100902,scil537,M , 3, hsap1676, mmus1095, -,  Y,GSTZ1,215,Gstz1,-
sctid100903,scil538,_ , 1, -, -, -,  N,-,280,-,-
sctid100906,scil539,_ , 3, -, -, -,  N,-,150,-,-
sctid100909,scil540,_ , 3, -, -, -,  N,-,130,-,-
sctid10090,scil541,_ , 2, -, -, -,  N,-,1897,-,-
sctid100910,scil542,M , 5, -, -, -,  N,-,201,-,-
sctid100911,scil543,S , 1, -, -, -,  N,-,131,-,-
sctid100913,scil544,_ , 5, -, -, -,  N,-,117,-,-
sctid100914,scil545,_ , 1, -, -, -,  N,-,106,-,-
sctid100915,scil546,_ , 1, -, -, -,  N,-,242,-,-
sctid100916,scil547,_ , 2, -, -, -,  N,-,117,-,-
sctid100919,scil548,_ , 2, -, -, -,  N,-,110,-,-
sctid100920,scil549,_ , 2, -, -, -,  N,-,102,-,-
sctid100921,scil550,_ , 3, -, -, -,  N,-,280,-,-
sctid100922,scil551,_ , 3, -, -, -,  N,-,279,-,-
sctid100923,scil552,_ , 4, -, -, -,  N,-,280,-,-
sctid100925,scil553,_ , 3, -, -, -,  N,-,325,-,-
sctid100926,scil554,M , 4, -, -, -,  N,-,270,-,-
sctid100927,scil555,_ , 2, -, -, -,  N,-,237,-,-
sctid100928,scil556,S , 1, -, -, -,  N,-,128,-,-
sctid100929,scil557,M , 4, -, -, -,  N,-,170,-,-
sctid100930,scil558,M , 3, -, -, -,  Y,-,265,-,-
sctid100931,scil559,_ , 1, -, -, -,  N,-,133,-,-
sctid100932,scil560,_ , 1, -, -, -,  N,-,151,-,-
sctid100933,scil561,_ , 5, -, -, -,  N,-,185,-,-
sctid100934,scil562,M , 3, -, -, -,  Y,-,122,-,-
sctid100935,scil563,_ , 1, -, -, -,  N,-,279,-,-
sctid100939,scil564,M , 1, -, -, -,  Y,-,193,-,-
sctid100939,scil565,_ , 1, -, -, -,  N,-,115,-,-
sctid100941,scil566,_ , 1, -, -, -,  N,-,116,-,-
sctid100943,scil567,_ , 4, -, -, -,  N,-,105,-,-
sctid100944,scil568,_ , 3, -, -, -,  N,-,228,-,-
sctid100945,scil569,M , 5, -, -, -,  N,-,257,-,-
sctid100948,scil570,_ , 2, -, -, -,  N,-,268,-,-
sctid100949,scil571,_ , 2, -, -, -,  N,-,279,-,-
sctid10094,scil572,_ , 1, -, -, -,  N,-,1453,-,-
sctid100950,scil573,M , 2, -, -, -,  Y,-,116,-,-
sctid100951,scil574,_ , 4, -, -, -,  N,-,184,-,-
sctid100952,scil575,S , 5, -, -, -,  N,-,133,-,-
sctid100954,scil576,_ , 1, -, -, -,  N,-,157,-,-
sctid100955,scil577,_ , 5, -, -, -,  N,-,279,-,-
sctid100958,scil578,M , 5, -, -, -,  N,-,121,-,-
sctid100959,scil579,_ , 2, -, -, -,  N,-,280,-,-
sctid100960,scil580,_ , 2, -, -, -,  N,-,199,-,-
sctid100963,scil581,_ , 3, -, -, -,  N,-,155,-,-
sctid100963,scil582,_ , 4, -, -, -,  N,-,252,-,-
sctid100965,scil583,M , 4, -, -, -,  N,-,234,-,-
sctid100966,scil584,_ , 2, -, -, -,  N,-,124,-,-
sctid100967,scil585,_ , 4, -, -, -,  N,-,113,-,-
sctid100969,scil586,M , 1, -, -, -,  Y,-,110,-,-
sctid100970,scil587,S , 5, -, -, -,  N,-,269,-,-
sctid100971,scil588,_ , 2, -, -, -,  N,-,279,-,-
sctid100973,scil589,_ , 3, -, -, -,  N,-,160,-,-
sctid100974,scil590,_ , 4, -, -, -,  N,-,259,-,-
sctid100976,scil591,S , 3, -, -, -,  N,-,257,-,-
sctid100977,scil592,_ , 1, -, -, -,  N,-,141,-,-
sctid100978,scil593,_ , 4, -, -, -,  N,-,110,-,-
sctid100981,scil594,M , 4, -, -, -,  N,-,279,-,-
sctid100982,scil595,_ , 2, -, -, -,  N,-,213,-,-
sctid100983,scil596,_ , 4, -, -, scer282,  Y,-,372,-,PIC2
sctid100984,scil597,M , 4, -, -, -,  N,-,261,-,-
sctid100987,scil598,_ , 1, -, -, -,  N,-,114,-,-
sctid100989,scil599,_ , 2, -, -, -,  N,-,217,-,-
sctid100990,scil600,_ , 4, -, -, -,  N,-,254,-,-
sctid100992,scil601,M , 5, -, -, -,  N,-,178,-,-
sctid100993,scil602,_ , 1, -, -, -,  N,-,218,-,-
sctid100995,scil603,M , 3, -, -, -,  Y,-,228,-,-
sctid100996,scil604,_ , 4, -, -, -,  N,-,279,-,-
sctid100999,scil605,_ , 2, -, -, -,  N,-,217,-,-
sctid101002,scil606,_ , 3, -, -, -,  N,-,279,-,-
sctid101003,scil607,M , 5, -, -, -,  N,-,200,-,-
sctid101005,scil608,S , 1, -, -, -,  N,-,144,-,-
sctid101006,scil609,S , 4, -, -, -,  N,-,121,-,-
sctid101008,scil610,_ , 3, -, -, -,  N,-,278,-,-
sctid101010,scil611,_ , 1, -, -, -,  N,-,278,-,-
sctid101014,scil612,_ , 2, -, -, -,  N,-,278,-,-
sctid101016,scil613,_ , 3, -, -, -,  N,-,139,-,-
sctid101017,scil614,S , 1, -, -, -,  N,-,214,-,-
sctid101018,scil615,_ , 2, -, -, -,  N,-,135,-,-
sctid101019,scil616,_ , 2, -, -, -,  N,-,218,-,-
sctid101021,scil617,_ , 2, -, -, -,  N,-,218,-,-
sctid101023,scil618,_ , 1, -, -, -,  N,-,278,-,-
sctid101027,scil619,_ , 1, -, -, -,  N,-,218,-,-
sctid101029,scil620,_ , 4, -, -, -,  N,-,250,-,-
sctid101032,scil621,_ , 4, -, -, -,  N,-,128,-,-
sctid101035,scil622,S , 2, -, -, -,  N,-,121,-,-
sctid101036,scil623,_ , 1, -, -, -,  N,-,243,-,-
sctid101038,scil624,_ , 3, -, -, -,  N,-,169,-,-
sctid101041,scil625,_ , 2, -, -, -,  N,-,113,-,-
sctid101042,scil626,_ , 2, -, -, -,  N,-,216,-,-
sctid101043,scil627,_ , 2, -, -, -,  N,-,278,-,-
sctid101044,scil628,S , 4, -, -, -,  N,-,190,-,-
sctid101045,scil629,_ , 2, -, -, -,  N,-,168,-,-
sctid101049,scil630,_ , 1, -, -, -,  N,-,278,-,-
sctid10104,scil631,_ , 2, -, -, -,  N,-,1692,-,-
sctid101053,scil632,_ , 5, -, -, -,  N,-,278,-,-
sctid101056,scil633,_ , 1, -, -, -,  N,-,278,-,-
sctid101059,scil634,_ , 1, -, -, -,  N,-,145,-,-
sctid101060,scil635,S , 1, -, -, -,  N,-,524,-,-
sctid101063,scil636,_ , 5, -, -, -,  N,-,271,-,-
sctid101064,scil637,_ , 2, -, -, -,  N,-,112,-,-
sctid101065,scil638,S , 2, -, -, -,  N,-,278,-,-
sctid101068,scil639,S , 2, -, -, -,  N,-,128,-,-
sctid101069,scil640,_ , 1, -, -, -,  N,-,232,-,-
sctid101071,scil641,S , 2, -, -, -,  N,-,278,-,-
sctid101074,scil642,M , 5, -, -, -,  N,-,138,-,-
sctid101074,scil643,_ , 3, -, -, -,  N,-,272,-,-
sctid101074,scil644,_ , 4, -, -, -,  N,-,102,-,-
sctid101075,scil645,M , 5, -, -, -,  N,-,139,-,-
sctid101075,scil646,_ , 4, -, -, -,  N,-,103,-,-
sctid101077,scil647,_ , 3, -, -, -,  N,-,255,-,-
sctid101078,scil648,S , 1, -, -, -,  N,-,130,-,-
sctid101080,scil649,_ , 1, -, -, -,  N,-,277,-,-
sctid101082,scil650,S , 3, -, -, -,  N,-,174,-,-
sctid101083,scil651,_ , 4, -, -, -,  N,-,277,-,-
sctid101086,scil652,_ , 3, -, -, -,  N,-,278,-,-
sctid101088,scil653,_ , 5, -, -, -,  N,-,147,-,-
sctid10108,scil654,_ , 1, -, -, -,  N,-,1353,-,-
sctid101091,scil655,M , 2, -, -, -,  Y,-,278,-,-
sctid101093,scil656,_ , 3, -, -, -,  N,-,182,-,-
sctid101095,scil657,_ , 5, -, -, -,  N,-,174,-,-
sctid101096,scil658,_ , 4, -, -, -,  N,-,141,-,-
sctid101097,scil659,M , 2, -, -, -,  Y,-,247,-,-
sctid101097,scil660,S , 1, -, -, -,  N,-,106,-,-
sctid101099,scil661,_ , 1, -, -, -,  N,-,278,-,-
sctid101101,scil662,_ , 3, -, -, -,  N,-,253,-,-
sctid101104,scil663,_ , 4, -, -, -,  N,-,210,-,-
sctid101105,scil664,M , 5, -, -, -,  N,-,162,-,-
sctid101106,scil665,_ , 1, -, -, -,  N,-,228,-,-
sctid101107,scil666,_ , 1, -, -, -,  N,-,232,-,-
sctid101110,scil667,_ , 3, -, -, -,  N,-,277,-,-
sctid101111,scil668,_ , 3, -, -, -,  N,-,126,-,-
sctid101112,scil669,_ , 3, -, -, -,  N,-,111,-,-
sctid101114,scil670,_ , 2, -, -, -,  N,-,123,-,-
sctid101115,scil671,S , 3, -, -, -,  N,-,277,-,-
sctid101115,scil672,M , 5, -, -, -,  N,-,123,-,-
sctid101117,scil673,_ , 3, -, -, -,  N,-,278,-,-
sctid101119,scil674,S , 3, -, -, -,  N,-,190,-,-
sctid10111,scil675,M , 4, -, -, -,  N,-,373,-,-
sctid101120,scil676,_ , 2, -, -, -,  N,-,178,-,-
sctid101122,scil677,_ , 2, -, -, -,  N,-,278,-,-
sctid101124,scil678,_ , 2, -, -, -,  N,-,277,-,-
sctid101126,scil679,_ , 2, -, -, -,  N,-,277,-,-
sctid101127,scil680,_ , 2, -, -, -,  N,-,377,-,-
sctid101127,scil681,_ , 4, -, -, -,  N,-,179,-,-
sctid101128,scil682,_ , 4, -, -, -,  N,-,310,-,-
sctid101131,scil683,_ , 4, -, -, -,  N,-,244,-,-
sctid101135,scil684,_ , 4, -, -, -,  N,-,121,-,-
sctid101136,scil685,_ , 1, -, -, -,  N,-,277,-,-
sctid101139,scil686,_ , 5, -, -, -,  N,-,173,-,-
sctid101141,scil687,_ , 2, -, -, -,  N,-,105,-,-
sctid101143,scil688,_ , 1, -, -, -,  N,-,215,-,-
sctid101145,scil689,M , 5, -, -, -,  N,-,104,-,-
sctid101146,scil690,_ , 1, -, -, -,  N,-,277,-,-
sctid101148,scil691,S , 1, -, -, -,  N,-,176,-,-
sctid10114,scil692,_ , 3, -, -, -,  N,-,1262,-,-
sctid101151,scil693,M , 4, -, -, -,  N,-,259,-,-
sctid101154,scil694,_ , 5, -, -, -,  N,-,106,-,-
sctid101155,scil695,_ , 1, -, -, -,  N,-,277,-,-
sctid101157,scil696,_ , 3, -, -, -,  N,-,160,-,-
sctid101158,scil697,_ , 5, -, -, -,  N,-,100,-,-
sctid101159,scil698,_ , 2, -, -, -,  N,-,277,-,-
sctid101160,scil699,_ , 3, -, -, -,  N,-,158,-,-
sctid101161,scil700,_ , 4, -, -, -,  N,-,234,-,-
sctid101163,scil701,S , 3, -, -, -,  N,-,277,-,-
sctid101166,scil702,M , 4, -, -, -,  N,-,103,-,-
sctid101167,scil703,_ , 3, -, -, -,  N,-,277,-,-
sctid101168,scil704,M , 4, -, -, -,  N,-,220,-,-
sctid101170,scil705,_ , 4, -, -, -,  N,-,227,-,-
sctid101171,scil706,_ , 5, -, -, -,  N,-,203,-,-
sctid101172,scil707,_ , 4, -, -, -,  N,-,277,-,-
sctid101173,scil708,_ , 3, -, -, -,  N,-,103,-,-
sctid101174,scil709,_ , 3, -, -, -,  N,-,276,-,-
sctid101175,scil710,_ , 5, -, -, -,  N,-,276,-,-
sctid101176,scil711,_ , 4, -, -, -,  N,-,325,-,-
sctid101178,scil712,_ , 2, -, -, -,  N,-,234,-,-
sctid101179,scil713,_ , 5, hsap1767, mmus1387, -,  Y,MRPL28,177,Mrpl28,-
sctid10117,scil714,_ , 3, -, -, -,  N,-,1007,-,-
sctid101181,scil715,S , 5, -, -, -,  N,-,239,-,-
sctid101182,scil716,S , 5, -, -, -,  N,-,239,-,-
sctid101185,scil717,_ , 5, hsap429, mmus1186, scer217,  Y,FHIT,176,Fhit,HNT2
sctid101187,scil718,S , 1, -, -, -,  N,-,179,-,-
sctid101189,scil719,_ , 5, -, -, -,  N,-,178,-,-
sctid101190,scil720,M , 5, -, -, -,  N,-,128,-,-
sctid101191,scil721,_ , 1, -, -, -,  N,-,106,-,-
sctid101192,scil722,_ , 2, -, -, -,  N,-,260,-,-
sctid101194,scil723,_ , 3, -, -, -,  N,-,418,-,-
sctid101198,scil724,_ , 3, -, -, -,  N,-,276,-,-
sctid101199,scil725,S , 5, -, -, -,  N,-,277,-,-
sctid101202,scil726,_ , 1, -, -, -,  N,-,112,-,-
sctid101203,scil727,S , 4, -, -, -,  N,-,276,-,-
sctid101205,scil728,_ , 2, -, -, -,  N,-,167,-,-
sctid101206,scil729,_ , 1, -, -, -,  N,-,276,-,-
sctid101211,scil730,M , 4, -, -, -,  N,-,106,-,-
sctid101212,scil731,_ , 3, -, -, -,  N,-,276,-,-
sctid101213,scil732,_ , 4, -, -, -,  N,-,240,-,-
sctid101214,scil733,S , 2, -, -, -,  N,-,276,-,-
sctid101218,scil734,S , 2, -, -, -,  N,-,102,-,-
sctid101219,scil735,_ , 3, -, -, -,  N,-,126,-,-
sctid101221,scil736,_ , 1, -, -, -,  N,-,276,-,-
sctid101222,scil737,_ , 1, -, -, -,  N,-,276,-,-
sctid101227,scil738,_ , 1, -, -, -,  N,-,276,-,-
sctid101228,scil739,_ , 2, -, -, -,  N,-,179,-,-
sctid101230,scil740,_ , 2, -, -, -,  N,-,118,-,-
sctid101231,scil741,_ , 2, -, -, -,  N,-,261,-,-
sctid101233,scil742,_ , 4, hsap1777, mmus1380, scer876,  Y,FAHD1,217,Fahd1,FMP41
sctid101234,scil743,_ , 5, -, -, -,  N,-,276,-,-
sctid101235,scil744,_ , 3, -, -, -,  N,-,276,-,-
sctid101236,scil745,_ , 1, -, -, -,  N,-,135,-,-
sctid101239,scil746,M , 3, -, -, -,  Y,-,115,-,-
sctid101240,scil747,_ , 2, -, -, -,  N,-,179,-,-
sctid101243,scil748,S , 2, -, -, -,  N,-,157,-,-
sctid101244,scil749,_ , 4, -, -, -,  N,-,275,-,-
sctid101246,scil750,_ , 4, -, -, -,  N,-,276,-,-
sctid101247,scil751,_ , 2, -, -, -,  N,-,101,-,-
sctid101248,scil752,_ , 2, -, -, -,  N,-,206,-,-
sctid101249,scil753,_ , 3, -, -, -,  N,-,194,-,-
sctid101251,scil754,_ , 2, -, -, -,  N,-,117,-,-
sctid101253,scil755,_ , 3, -, -, -,  N,-,263,-,-
sctid101254,scil756,_ , 2, -, -, -,  N,-,114,-,-
sctid101255,scil757,_ , 2, -, -, -,  N,-,244,-,-
sctid101257,scil758,_ , 2, -, -, -,  N,-,100,-,-
sctid101258,scil759,M , 5, -, -, -,  N,-,214,-,-
sctid10125,scil760,_ , 2, -, -, -,  N,-,676,-,-
sctid101260,scil761,M , 5, -, -, -,  N,-,197,-,-
sctid101261,scil762,_ , 2, -, -, -,  N,-,226,-,-
sctid101262,scil763,S , 3, -, -, -,  N,-,116,-,-
sctid101264,scil764,_ , 4, -, -, -,  N,-,156,-,-
sctid101265,scil765,M , 5, -, -, -,  N,-,118,-,-
sctid101267,scil766,S , 3, -, -, -,  N,-,235,-,-
sctid101269,scil767,_ , 3, -, -, -,  N,-,275,-,-
sctid101272,scil768,_ , 3, -, -, -,  N,-,150,-,-
sctid101274,scil769,_ , 2, -, -, -,  N,-,117,-,-
sctid101276,scil770,_ , 4, -, -, -,  N,-,111,-,-
sctid101277,scil771,_ , 3, -, -, -,  N,-,111,-,-
sctid101278,scil772,_ , 2, -, -, -,  N,-,275,-,-
sctid101281,scil773,_ , 2, -, -, -,  N,-,276,-,-
sctid101283,scil774,_ , 1, -, -, -,  N,-,121,-,-
sctid101285,scil775,_ , 2, -, -, -,  N,-,448,-,-
sctid101287,scil776,_ , 2, -, -, -,  N,-,275,-,-
sctid101288,scil777,_ , 4, -, -, -,  N,-,135,-,-
sctid101290,scil778,_ , 5, -, -, -,  N,-,135,-,-
sctid101293,scil779,_ , 2, -, -, -,  N,-,264,-,-
sctid101294,scil780,_ , 1, -, -, -,  N,-,377,-,-
sctid101295,scil781,M , 5, -, -, -,  N,-,275,-,-
sctid101296,scil782,_ , 4, -, -, -,  N,-,275,-,-
sctid101297,scil783,_ , 2, -, -, -,  N,-,150,-,-
sctid101298,scil784,_ , 2, -, -, -,  N,-,607,-,-
sctid10129,scil785,M , 2, -, -, -,  Y,-,1394,-,-
sctid101301,scil786,_ , 1, -, -, -,  N,-,116,-,-
sctid101303,scil787,S , 5, -, -, -,  N,-,262,-,-
sctid101304,scil788,_ , 2, -, -, -,  N,-,201,-,-
sctid101305,scil789,M , 5, -, -, -,  N,-,161,-,-
sctid101306,scil790,M , 1, hsap2196, mmus1353, -,  Y,ATP5J,138,Atp5j,-
sctid101310,scil791,M , 5, -, -, -,  N,-,196,-,-
sctid101312,scil792,_ , 2, -, -, -,  N,-,275,-,-
sctid101314,scil793,S , 1, -, -, -,  N,-,116,-,-
sctid101315,scil794,S , 1, -, -, -,  N,-,160,-,-
sctid101317,scil795,_ , 4, -, -, -,  N,-,132,-,-
sctid101318,scil796,_ , 1, -, -, -,  N,-,115,-,-
sctid101319,scil797,S , 3, -, -, -,  N,-,263,-,-
sctid101322,scil798,M , 5, -, -, -,  N,-,213,-,-
sctid101323,scil799,_ , 4, -, -, -,  N,-,115,-,-
sctid101324,scil800,_ , 3, -, -, -,  N,-,124,-,-
sctid101325,scil801,_ , 1, -, -, -,  N,-,191,-,-
sctid101325,scil802,_ , 2, -, -, -,  N,-,275,-,-
sctid101328,scil803,S , 5, -, -, -,  N,-,101,-,-
sctid101329,scil804,S , 2, -, -, -,  N,-,117,-,-
sctid101331,scil805,S , 1, -, -, -,  N,-,469,-,-
sctid101332,scil806,_ , 2, -, -, -,  N,-,201,-,-
sctid101334,scil807,S , 4, -, -, -,  N,-,163,-,-
sctid101335,scil808,_ , 2, -, -, -,  N,-,242,-,-
sctid101337,scil809,S , 5, -, -, -,  N,-,233,-,-
sctid101338,scil810,_ , 2, -, -, -,  N,-,275,-,-
sctid101340,scil811,_ , 3, -, -, -,  N,-,274,-,-
sctid101342,scil812,_ , 2, -, -, -,  N,-,195,-,-
sctid101344,scil813,_ , 1, -, -, -,  N,-,274,-,-
sctid101348,scil814,M , 4, -, -, -,  N,-,275,-,-
sctid101350,scil815,_ , 1, -, -, -,  N,-,265,-,-
sctid101352,scil816,S , 5, -, -, -,  N,-,136,-,-
sctid101353,scil817,M , 5, -, -, -,  N,-,154,-,-
sctid101355,scil818,S , 5, -, -, -,  N,-,177,-,-
sctid101356,scil819,M , 2, -, -, -,  Y,-,357,-,-
sctid101358,scil820,_ , 2, -, -, -,  N,-,123,-,-
sctid101359,scil821,M , 5, -, -, -,  N,-,157,-,-
sctid101361,scil822,_ , 2, -, -, -,  N,-,236,-,-
sctid101362,scil823,_ , 2, -, -, -,  N,-,191,-,-
sctid101363,scil824,_ , 2, -, -, -,  N,-,193,-,-
sctid101364,scil825,_ , 5, -, -, -,  N,-,177,-,-
sctid101366,scil826,S , 1, -, -, -,  N,-,230,-,-
sctid101368,scil827,_ , 2, -, -, -,  N,-,168,-,-
sctid101369,scil828,_ , 1, -, -, -,  N,-,274,-,-
sctid10136,scil829,_ , 2, -, -, -,  N,-,1893,-,-
sctid101371,scil830,_ , 4, -, -, -,  N,-,164,-,-
sctid101372,scil831,S , 1, -, -, -,  N,-,104,-,-
sctid101373,scil832,_ , 2, -, -, -,  N,-,273,-,-
sctid101374,scil833,M , 4, -, -, -,  N,-,141,-,-
sctid101375,scil834,M , 2, -, -, -,  Y,-,182,-,-
sctid101377,scil835,_ , 1, -, -, -,  N,-,106,-,-
sctid101378,scil836,_ , 2, -, -, -,  N,-,274,-,-
sctid101379,scil837,_ , 1, -, -, -,  N,-,274,-,-
sctid101382,scil838,M , 3, -, -, -,  Y,-,111,-,-
sctid101383,scil839,_ , 5, -, -, -,  N,-,190,-,-
sctid101384,scil840,S , 1, -, -, -,  N,-,215,-,-
sctid101385,scil841,_ , 2, -, -, -,  N,-,159,-,-
